,hex_id,geometry,count
350,882a10770dfffff,"POLYGON ((-73.99494935019794 40.65807326623589, -73.99690991696185 40.65361873819876, -74.00327591261149 40.652565255281516, -74.00768236283858 40.65596608041106, -74.00572270288617 40.66042093898663, -73.99935568578373 40.66147464192418, -73.99494935019794 40.65807326623589))",33.0
351,882a107747fffff,"POLYGON ((-73.98662088984297 40.66358102477446, -73.98858246308207 40.659126347741115, -73.99494935019794 40.65807326623589, -73.99935568578373 40.66147464192418, -73.99739501937086 40.66592964966968, -73.99102711043447 40.666982951044695, -73.98662088984297 40.66358102477446))",35.0
352,882a107741fffff,"POLYGON ((-73.97829053124964 40.66908853036619, -73.98025311128887 40.664633704590564, -73.98662088984297 40.66358102477446, -73.99102711043447 40.666982951044695, -73.98906543723601 40.67143810770617, -73.98269663649367 40.6724910072415, -73.97829053124964 40.66908853036619))",65.0
353,882a107745fffff,"POLYGON ((-74.00180227712184 40.66933128504478, -73.99984151111103 40.67378677241716, -73.99347258005004 40.6748402937335, -73.98906543723601 40.67143810770617, -73.99102711043447 40.666982951044695, -73.99739501937086 40.66592964966968, -73.99971780012116 40.66772243185199, -73.99954541498893 40.667900349971184, -73.9990260099839 40.668442972127025, -73.99905372182695 40.668851799213336, -73.99894520195367 40.66897377448512, -73.99902633264173 40.669007888400714, -73.99905044103012 40.66892168729697, -73.99903627811001 40.66891715219934, -73.99904324792305 40.668880220232595, -73.999063681498 40.66887346818927, -73.99909039181553 40.668731477797216, -73.99917543024293 40.66831962518582, -73.99917988320554 40.66829663988758, -73.99918971480969 40.66829820450029, -73.99924049105036 40.66830628656001, -73.99915332740876 40.66866988112066, -73.99907935327975 40.669038271861616, -73.99896950024652 40.669162244242806, -73.99865580691613 40.669514795547954, -73.99880972556296 40.669596180943586, -73.99891160167891 40.66964857863956, -73.99890126537395 40.66972727291532, -73.99891684838761 40.669804563217774, -73.99889207315205 40.669938436174895, -73.99874991491649 40.67053337321998, -73.99871255131343 40.67068973677075, -73.99855824468392 40.67133550166998, -73.99871360475836 40.67153537812375, -73.99876941058922 40.67160204710511, -73.99892591239072 40.6714149055079, -73.9993110109892 40.67077263904671, -73.99962139973296 40.67012716789295, -73.99962813665822 40.67011307681148, -73.99991082007485 40.669498668421724, -74.00030337808883 40.66871689249709, -74.00105664113185 40.66894568171729, -74.00113554927032 40.66881668726687, -74.00180227712184 40.66933128504478))",17.0
354,882a107769fffff,"POLYGON ((-74.01257861077848 40.67167870622495, -74.0106187523021 40.676134524133175, -74.00424969138226 40.67718866732599, -73.99984151111103 40.67378677241716, -74.00180227712184 40.66933128504478, -74.00574288634452 40.66867910642252, -74.00531907552742 40.66955428536644, -74.00475388692328 40.67072135944763, -74.00543926529352 40.670921468238475, -74.00602851417166 40.66978474577657, -74.00661572118399 40.66862315627205, -74.00680345938899 40.66859137516574, -74.00684962415998 40.668495939124554, -74.0071599667309 40.6684445768151, -74.00708724287807 40.66859135803318, -74.00853145059286 40.668556005612835, -74.01257861077848 40.67167870622495))",17.0
355,882a10776dfffff,"MULTIPOLYGON (((-74.01502796991744 40.679536127653, -74.0106187523021 40.676134524133175, -74.01257861077848 40.67167870622495, -74.0144762799218 40.67136445933538, -74.0143692064823 40.67145479615612, -74.01412302856022 40.671669334137356, -74.01387273763245 40.67188076176047, -74.01423289452782 40.67213000051307, -74.0152919844057 40.67122938173358, -74.01550572174528 40.67119398763215, -74.01428722178991 40.672241182999905, -74.01422923190441 40.67220720499032, -74.01297587792189 40.67332791872098, -74.01336378218144 40.67359153693441, -74.01395109365245 40.673111588193365, -74.01511918663962 40.67215699596914, -74.01632099922307 40.672908269563735, -74.01457946720956 40.67441401707162, -74.01496392184575 40.67467763029424, -74.0154395663873 40.67427288215867, -74.01670765236585 40.673193774421776, -74.01816839280801 40.67193924110369, -74.0188009477692 40.67225076484874, -74.01727138470127 40.673608645805544, -74.01729282519574 40.67362821502466, -74.01775247096367 40.674047722892496, -74.01779805190316 40.67401589897323, -74.01781515223438 40.67403035799523, -74.01789301471663 40.67396526455019, -74.0178797161499 40.67395658985093, -74.01794428080245 40.67388282049693, -74.01798111223526 40.67389963805465, -74.0180107732054 40.6739131810524, -74.01795760572415 40.673986948665124, -74.0179234101333 40.673975384193355, -74.01783604921188 40.67404047913179, -74.01785694945181 40.674057830595714, -74.01780187203205 40.67409544141242, -74.0181153639023 40.67434270168231, -74.01813640520828 40.67435864547523, -74.0181536139001 40.67437706242539, -74.0181664970957 40.674397425048106, -74.01817468579968 40.67441915013159, -74.01817794547215 40.67444161544087, -74.01817618274673 40.674464177539306, -74.01804519537194 40.67476791076814, -74.01802399440481 40.674852758363194, -74.01803004073724 40.67492410782762, -74.01803574975763 40.67495881684349, -74.01800916427283 40.67499353142107, -74.01801676669672 40.67500943950517, -74.01792370591394 40.67507598132639, -74.01798640472799 40.675125143621095, -74.01783447572687 40.6752582230143, -74.01814986189123 40.67546787941491, -74.01819544347494 40.675440393139915, -74.01822964241143 40.675462081900896, -74.01829802655334 40.675459179181416, -74.01841235821729 40.67536544943158, -74.0183195782651 40.6753028125453, -74.01826302409965 40.67535022318093, -74.0181707090551 40.675290905663275, -74.01838692796325 40.675096846520916, -74.01847522178701 40.67515319139702, -74.01842277826977 40.675208101334775, -74.01852163355454 40.675268712587695, -74.01875661352109 40.675056454034966, -74.01876748039157 40.67505036596999, -74.01877955344204 40.67504578063, -74.01879247780126 40.67504283279484, -74.01880587357515 40.67504160911213, -74.01881934701309 40.675042145550385, -74.01883250208174 40.675044426341714, -74.01884495210564 40.67504838444535, -74.01885633113301 40.675053903518204, -74.0188663046924 40.67506082133456, -74.0188745796239 40.67506893455444, -74.01888091269623 40.675078004700566, -74.01888511775628 40.67508776516793, -74.01888707120082 40.67509792906035, -74.01888671560985 40.67510819762332, -74.01888406143448 40.675118269025575, -74.01841031333086 40.67551906098576, -74.01841814042452 40.67553816770536, -74.01842953733541 40.67555620342148, -74.0184442612652 40.675572783899135, -74.0184619985357 40.675587555905636, -74.0184823712713 40.675600204735986, -74.01853710727022 40.675768790499845, -74.0185348637046 40.675787338055194, -74.01852843521326 40.67580530956262, -74.01851801605162 40.67582216195207, -74.01850392106736 40.67583738597098, -74.0184865761866 40.675850521573274, -74.01846650554316 40.675861171821296, -74.01844431564008 40.67586901488081, -74.01842067702209 40.67587381374641, -74.0183963040124 40.675875423403646, -74.01801753445856 40.67588437755771, -74.0179741087094 40.675948823656064, -74.01793838683696 40.676015955910316, -74.01791065223304 40.67608524178558, -74.01789112493164 40.67615613166138, -74.01787995986277 40.676228063191516, -74.01787724562267 40.67630046576496, -74.01788300377014 40.67637276503208, -74.01789718865467 40.67644438746097, -74.01791968777765 40.67651476488707, -74.01797278645655 40.67651282869567, -74.0179768500939 40.67656791620606, -74.01910890308608 40.676544281888155, -74.01912142196919 40.67661558463816, -74.01976925613235 40.6766132249173, -74.01995197864677 40.67710301045002, -74.0190825738633 40.677139564047565, -74.01914183574374 40.677723134327806, -74.0191892731334 40.677741182730344, -74.01919098767968 40.67774327117989, -74.0192189273765 40.67777728854649, -74.01917743946899 40.677826949007006, -74.01908763812088 40.67783123639879, -74.0190825764446 40.67783147881335, -74.01906541502093 40.677850152118936, -74.01904108711268 40.677876624017784, -74.0190338738475 40.67787699846301, -74.01843040661606 40.677908321362324, -74.01842965849701 40.677927584823124, -74.01841103183176 40.67840712178104, -74.01859504220096 40.67839777362922, -74.0186253260616 40.67836958152567, -74.0186278707078 40.67836958111375, -74.01862981462033 40.67836958079901, -74.01864991332967 40.678384875837345, -74.01866235777157 40.678394346003145, -74.01895405840415 40.67838148630457, -74.01898322115356 40.678352440737804, -74.01898995247258 40.678353293180656, -74.01902137413651 40.67837720491478, -74.01947238897456 40.67835833705057, -74.01953856537543 40.67830195259359, -74.01966200306943 40.67838563895894, -74.01966312651504 40.67838820127062, -74.01955208101641 40.67848217760069, -74.01951841750095 40.67845912061583, -74.01942864377905 40.67840019839309, -74.01942574949804 40.678400282310555, -74.01936501470075 40.67840202997826, -74.01927942798388 40.67840449444362, -74.01927671763758 40.67840677243676, -74.0192748527343 40.67840833946823, -74.01924689963597 40.67843183337355, -74.01924241195326 40.678431834124176, -74.0192065036038 40.678407924372266, -74.01912079360895 40.6784125619095, -74.01906401917526 40.6784156345743, -74.01903261122402 40.67844297275539, -74.01903013778119 40.678442658547496, -74.01902587989507 40.67844211914236, -74.01899445934598 40.678419916862104, -74.01899029164363 40.67842001639137, -74.01898714122169 40.67842009213123, -74.01885085228989 40.67842335720701, -74.01884757078858 40.6784260174143, -74.0188243386943 40.67844485367608, -74.01881607949582 40.67845155010391, -74.01881159159171 40.678451550837764, -74.01878017201008 40.67843020222001, -74.01877503939659 40.678430320997144, -74.01871751760083 40.67843166874773, -74.01863319772814 40.6784336421727, -74.01863191295386 40.678434762303404, -74.0186017917925 40.67846098090588, -74.0185999818873 40.67846098119847, -74.01859505982537 40.67846098199404, -74.0185647616791 40.67843963246615, -74.0185105917507 40.67844051183511, -74.01840544611002 40.6784422200623, -74.01841786210217 40.6785495513949, -74.01827026139368 40.6785542184596, -74.01828314900898 40.67872828941211, -74.01834068826905 40.678728672269514, -74.01838313797539 40.67874482169815, -74.01855353087677 40.67895227967553, -74.01502796991744 40.679536127653)), ((-74.01865290376514 40.67067282609872, -74.01876336878675 40.67107587449443, -74.01933946871777 40.67162494842266, -74.01888283363333 40.67160166620545, -74.01751037086694 40.67103453098415, -74.01748561925906 40.67086612403297, -74.01865290376514 40.67067282609872)))",32.0
356,882a10774dfffff,"POLYGON ((-73.98073395618445 40.67694631256489, -73.98269663649367 40.6724910072415, -73.98906543723601 40.67143810770617, -73.99347258005004 40.6748402937335, -73.99151080694308 40.67929592994156, -73.98514098370819 40.68034904926758, -73.98073395618445 40.67694631256489))",27.0
357,882a107293fffff,"POLYGON ((-73.99151080694308 40.67929592994156, -73.99347258005004 40.6748402937335, -73.99984151111103 40.67378677241716, -74.00424969138226 40.67718866732599, -74.00228882582458 40.681644634243675, -73.99591887233477 40.6826983755729, -73.99151080694308 40.67929592994156))",37.0
358,882a107297fffff,"MULTIPOLYGON (((-74.0066979289713 40.68504678853303, -74.00228882582458 40.681644634243675, -74.00424969138226 40.67718866732599, -74.0106187523021 40.676134524133175, -74.01502796991744 40.679536127653, -74.0140812735142 40.681688603113365, -74.01360863270283 40.68122194672816, -74.01387398777992 40.681009813318965, -74.01374206644405 40.68091770134295, -74.01301835422105 40.68041237401435, -74.01186281377171 40.68139847955063, -74.01060858082337 40.682468760267994, -74.00967108558883 40.68326872771505, -74.01008603947855 40.683655431043476, -74.0107731233938 40.68435861554094, -74.0117827220121 40.68375999549932, -74.0119325991106 40.683887749155005, -74.01217596614636 40.684095185628514, -74.01207385751444 40.684156975606975, -74.0066979289713 40.68504678853303)), ((-74.01337971398154 40.68328371816069, -74.01282000332847 40.683622416497386, -74.01262428290782 40.683468696391735, -74.01212285893645 40.682962177850854, -74.01213481688791 40.68290592802514, -74.01405814208381 40.68174119635878, -74.01337971398154 40.68328371816069)))",25.0
359,882a10729bfffff,"POLYGON ((-73.98317820317973 40.684804834057175, -73.98514098370819 40.68034904926758, -73.99151080694308 40.67929592994156, -73.99591887233477 40.6826983755729, -73.99395699937025 40.687154491245906, -73.98758615333841 40.68820783043413, -73.98317820317973 40.684804834057175))",38.0
360,882a107291fffff,"POLYGON ((-73.99836598769495 40.69055719632801, -73.99395699937025 40.687154491245906, -73.99591887233477 40.6826983755729, -74.00228882582458 40.681644634243675, -74.0066979289713 40.68504678853303, -74.00617125846601 40.68624368842848, -74.00588224183227 40.686195768391045, -74.00566680246703 40.68669807883382, -74.005629863304 40.68678420604366, -74.00590088928384 40.68685812353097, -74.00551582796938 40.68773320547005, -74.00500373315074 40.68760598540093, -74.00459270521772 40.68821522298663, -74.00522596017653 40.688391952689535, -74.00485672132989 40.68923107683357, -74.00382038919733 40.68892964469937, -74.0034092162452 40.68961326116014, -74.00366379127345 40.68968077168702, -73.99836598769495 40.69055719632801))",54.0
361,882a107299fffff,"POLYGON ((-73.98562327264152 40.69266409460822, -73.98758615333841 40.68820783043413, -73.99395699937025 40.687154491245906, -73.99836598769495 40.69055719632801, -73.99640401492388 40.69501379138427, -73.99003214579055 40.69606735050623, -73.98562327264152 40.69266409460822))",145.0
362,882a1072d3fffff,"POLYGON ((-73.97728764534092 40.69817344379885, -73.97925153409575 40.69371703137804, -73.98562327264152 40.69266409460822, -73.99003214579055 40.69606735050623, -73.98806916497608 40.700524093983084, -73.98169640296042 40.70157725053584, -73.97728764534092 40.69817344379885))",41.0
363,882a1072d7fffff,"POLYGON ((-73.99247896147108 40.70392760924881, -73.98806916497608 40.700524093983084, -73.99003214579055 40.69606735050623, -73.99640401492388 40.69501379138427, -73.99888266300603 40.69692647169915, -73.99887207210419 40.69692378457418, -73.99876458027705 40.697120733094, -73.99887117097656 40.697157577295854, -73.99943318923717 40.69735129226674, -74.00074709596616 40.69836518510382, -74.00048768562517 40.69875777763456, -73.9983776068577 40.69806329614615, -73.99802102725111 40.69876173657382, -74.00001840433615 40.699466048073695, -73.99947463838915 40.70032277801838, -73.9974989831 40.69963886932127, -73.99736745811686 40.69963423492978, -73.99716054243922 40.69979281264415, -73.99718148446385 40.69999448496812, -73.99717584355882 40.700105991966375, -73.99724462871697 40.70014140989709, -73.99669768997464 40.70087697691708, -73.99682189085863 40.70099078232534, -73.99752763273973 40.701228816958725, -73.99776011033609 40.701359414876734, -73.99780162786301 40.70131939476631, -73.9981387989944 40.70151878774586, -73.99627276902234 40.70330029046292, -73.99607626474493 40.70333278310338, -73.9958861188415 40.70326007708505, -73.99513826840683 40.70297411472294, -73.99506438491512 40.703100313653536, -73.99504592748325 40.703131839799596, -73.99544564312069 40.70327530547184, -73.99534858010685 40.70345310819565, -73.99516568548783 40.70348335043351, -73.99498203312812 40.70338171553525, -73.99480038274861 40.703291958644655, -73.9946629034361 40.7034306085592, -73.99482067199752 40.70354039956975, -73.99247896147108 40.70392760924881))",33.0
364,882a107281fffff,"POLYGON ((-74.01404758577743 40.7086255833582, -74.00963571187067 40.705222651847656, -74.01158185549133 40.70079938540506, -74.01172926817476 40.70077011805974, -74.01171463541101 40.700745753556376, -74.01184633424704 40.70072395291871, -74.01184827026111 40.70072992580596, -74.01185378549584 40.70073892145019, -74.01199159781125 40.70070483096386, -74.01205175887458 40.70068994815444, -74.01327079373142 40.7004881564149, -74.0132734948308 40.70049687022784, -74.01348560832739 40.70047822290844, -74.01348456793639 40.70045276951152, -74.01352346101288 40.70044633138424, -74.01352295918895 40.70046041540703, -74.01358070018829 40.700456914493, -74.01358541798506 40.700501912756295, -74.01355283229515 40.700503357667095, -74.01357712822566 40.70064368147611, -74.01351039592653 40.7006503711521, -74.01355826959482 40.70093987083056, -74.01395152756511 40.70099098246, -74.01409198385468 40.70055161782463, -74.01410490300086 40.70051082838691, -74.01409144949473 40.7005083362244, -74.01412821190817 40.70039328205463, -74.0141372638859 40.700394955210335, -74.01414512149228 40.70034342542643, -74.01424751092364 40.70032647649233, -74.01417787931776 40.70054147355372, -74.01416495763289 40.700539052030855, -74.0141523878731 40.70057786628615, -74.01428920741134 40.70064414476513, -74.01430157023238 40.700632211772735, -74.0142965168929 40.700629186523756, -74.01431530264755 40.70061103797423, -74.01431796468086 40.70061249730786, -74.01436783583218 40.7005461226676, -74.01444813150715 40.700447372400006, -74.01455999973689 40.700309786779705, -74.01457513332028 40.70031691633126, -74.01458425440427 40.70030846895512, -74.01458234409444 40.70028387552858, -74.01459065655231 40.700269674217196, -74.01464128150465 40.700261294065356, -74.01460863003744 40.700309708748435, -74.01460825448504 40.70032365711386, -74.01455219325993 40.700382980751606, -74.01449342549972 40.700445169250614, -74.01449246893418 40.70045466900289, -74.01448492126369 40.70046115359201, -74.01447857931358 40.70046208215583, -74.01440947394667 40.70055133141234, -74.01439689988936 40.70056348139058, -74.01439480693733 40.700570479097316, -74.01432384363027 40.70066130462972, -74.01464323234912 40.70081730432514, -74.01472424834412 40.70071429389435, -74.01477142439134 40.70066365190688, -74.01481236514054 40.7006108499362, -74.01485926659412 40.70055544414304, -74.0149303261123 40.700479269863486, -74.01499883053579 40.70040612057654, -74.01506818269299 40.70031825755497, -74.01509832270126 40.700334265523495, -74.01503579735073 40.70042083101067, -74.01502271060053 40.70041953605866, -74.0150085051725 40.700437709926106, -74.01499314575906 40.70043684731985, -74.01496757071692 40.700465414879666, -74.0149749555559 40.70047017772351, -74.01494881182721 40.70049441360126, -74.01494255505817 40.70050610329135, -74.01492322289359 40.70051519147148, -74.0149175465081 40.70052557571274, -74.01492379463954 40.70053033870718, -74.01493687947055 40.700522979381276, -74.0149419915596 40.70052384332578, -74.0148859896547 40.70058011443574, -74.0148200428468 40.700660619780294, -74.01472681782191 40.70077401584971, -74.01470265033885 40.70079911602574, -74.01467365628488 40.700834609028426, -74.01481072560142 40.70090383147957, -74.01482834225281 40.700894742869735, -74.0150211366168 40.70099250401345, -74.01514231812101 40.700842892354295, -74.01567778184742 40.70125602102747, -74.01579351711148 40.70134690580752, -74.01591034233417 40.70146094844386, -74.01611609060481 40.701630801625384, -74.01613890635998 40.70164601710274, -74.01624449060658 40.70175272143683, -74.01639205370195 40.70189770100827, -74.01651515260784 40.70201729867144, -74.01653258703746 40.70203653968308, -74.01681859599923 40.70233857508051, -74.01689657041234 40.70242187945701, -74.01700396789508 40.70255453562761, -74.01713705889378 40.70271134026771, -74.01714508062653 40.70270534997619, -74.01725182133946 40.70283555726378, -74.01724571591123 40.702838457739226, -74.01725328400002 40.70284622216016, -74.01729346221046 40.70288743920947, -74.01731837763408 40.702918871771644, -74.01739839332275 40.70301914080493, -74.01744003546037 40.70307751454189, -74.0174938116275 40.70315484295754, -74.01754038297949 40.7032361604299, -74.01757548561497 40.70330750305605, -74.01759647967049 40.703361386806506, -74.01761681217123 40.70342324846541, -74.01762601904932 40.70342276072453, -74.0176479750685 40.70349459987959, -74.01766045074616 40.703549979097595, -74.01766881307267 40.70359131346766, -74.01777128020325 40.70358381592972, -74.01776730114295 40.70354518126095, -74.01787839340633 40.703538508037234, -74.0178846288097 40.703581783189236, -74.0178908849536 40.70362520777171, -74.01777639388398 40.70363255834208, -74.01777128399799 40.70359805088005, -74.01767132020267 40.70360642738381, -74.01768310568107 40.70371113122532, -74.01767264581432 40.70371179104601, -74.01767689629413 40.70377050363862, -74.0176742874819 40.70383436757155, -74.01766578442248 40.70389923371859, -74.01765792483425 40.70393266178647, -74.01764306532684 40.703988972958825, -74.01765378898192 40.70399838081258, -74.01765461989739 40.70400968256981, -74.01764390293597 40.70402224590198, -74.01763399890548 40.70402475178318, -74.01762657963036 40.70402350132422, -74.01757035640013 40.704183880986605, -74.01779454520286 40.70423489759886, -74.01785585682929 40.704078847113124, -74.01775054986868 40.70405488289356, -74.01779139303439 40.70395091258366, -74.01781758697946 40.70393792249659, -74.01783782825967 40.70396266613859, -74.01780821746956 40.70403196447965, -74.01791229326216 40.70405449715102, -74.0179426936393 40.703973176576305, -74.0179547398263 40.70397578611121, -74.01784441106724 40.70424203993794, -74.01844704670984 40.70416235496194, -74.01865886498037 40.704428779290154, -74.01751646371467 40.70458062414994, -74.01748090483295 40.70466726085787, -74.01753170409474 40.704670872388306, -74.0175479625261 40.704663659375015, -74.01755812673757 40.70466572142439, -74.0175703146188 40.704662623998004, -74.01757369902538 40.70466778365242, -74.01756693013894 40.70467138584916, -74.01759808539691 40.70468427213635, -74.01763433061089 40.70467870787109, -74.01767570940243 40.704680679349856, -74.0176867022585 40.70467379112293, -74.017718379389 40.70467969845161, -74.01773325394223 40.70467133287091, -74.01774941603895 40.70467526793777, -74.0177655688175 40.704672315460385, -74.0177668704933 40.70466493016042, -74.01778367349166 40.704670837588154, -74.01779789585459 40.70466690218768, -74.0178063090112 40.704661985472534, -74.01782893315087 40.7046649299456, -74.01783992611855 40.70466099554267, -74.01790198846362 40.70465164811154, -74.01791039104725 40.70465903307622, -74.01794142815905 40.704655583549496, -74.0179440193728 40.70464820843317, -74.01796922420502 40.704647218101336, -74.01797892738368 40.704640824587955, -74.01798926941159 40.704646731822, -74.01799832152902 40.704649685418254, -74.01800802337449 40.704638365599365, -74.01802418707237 40.70464574984385, -74.01804292991562 40.70462803711038, -74.01805392410756 40.704629504934616, -74.01806509374255 40.704635825991616, -74.01811302905885 40.70455360233377, -74.01886289045426 40.704719607170794, -74.01888747947991 40.70472914280427, -74.0189257238241 40.704773762570305, -74.01934155704555 40.70607053870663, -74.01934254624469 40.70609367252717, -74.0192224228399 40.70657308872613, -74.01912275963412 40.70697581433746, -74.01910255488421 40.70700043764156, -74.01909155084711 40.707004473184526, -74.01906617140139 40.707013770621536, -74.01903338019704 40.70701319087608, -74.01895359463364 40.70699676946557, -74.01894579167332 40.70701777094142, -74.01893740557156 40.707034206896765, -74.01892660443798 40.70704425778587, -74.01890921570671 40.707064342451325, -74.01888462028889 40.7070858055368, -74.01885943006913 40.707100415683755, -74.01882943775034 40.707115486640106, -74.01879644936784 40.707127819847614, -74.0187610576787 40.70713786652504, -74.01872626987432 40.707143355686426, -74.01868966870477 40.707142443754, -74.0186554807562 40.70714153912515, -74.01863058372714 40.70713971577189, -74.0185807840372 40.70712374810285, -74.01854718475336 40.707107770264294, -74.0185711739943 40.707079922388665, -74.01860717601127 40.70709544097524, -74.01863417023094 40.707103198808746, -74.01864437101173 40.70710547586051, -74.01864796262204 40.707081738030055, -74.01868695379919 40.70708400923758, -74.01872115249107 40.707081726149895, -74.0187505462297 40.70707989330993, -74.01876194037419 40.707075785364374, -74.01874993323987 40.70704976248953, -74.01877393087639 40.7070442827876, -74.01879432757885 40.70703241116981, -74.01882011914348 40.70701597288304, -74.01883870432934 40.70699496965161, -74.01884829724429 40.70698309041025, -74.01884889814508 40.70697031235026, -74.01881110035015 40.70696621177415, -74.01879851485624 40.70698218837629, -74.01877571598476 40.70699725864649, -74.01874212416371 40.707007763378826, -74.01872292981705 40.707006857500474, -74.0186947319076 40.707010967669945, -74.01867853372204 40.707018733002485, -74.01864794474119 40.70701781957848, -74.01862814488057 40.70701097846497, -74.01861254498972 40.70699728514594, -74.01860474411275 40.70698906417727, -74.01860294181317 40.706974917978144, -74.0185915305334 40.70695939491845, -74.01857952850986 40.70694981480901, -74.01857172609165 40.70693839792391, -74.01856933191749 40.70692059520579, -74.01856452356972 40.70690644010932, -74.01854892759579 40.70690827067917, -74.01853513269664 40.70691832201411, -74.01853033752076 40.706950732410476, -74.01840649088626 40.7072578721585, -74.0182172638975 40.70774220596913, -74.01821699384473 40.70775130976835, -74.01819029259642 40.707821626109954, -74.01849684911464 40.707889043266725, -74.01404758577743 40.7086255833582))",76.0
365,882a1072d1fffff,"POLYGON ((-73.98169640296042 40.70157725053584, -73.98806916497608 40.700524093983084, -73.99247896147108 40.70392760924881, -73.99214332749942 40.70468967431246, -73.99212703535068 40.70468964203355, -73.99212100639087 40.70439620157793, -73.99195715431205 40.7042006778533, -73.99186159189317 40.70408664210441, -73.9914179478271 40.70400408902069, -73.99094755350794 40.70403244213923, -73.99071473114805 40.704351379040624, -73.99054617998547 40.704416167501776, -73.99030768493817 40.70483988060201, -73.99028496035669 40.70486642939224, -73.99022721196012 40.70493404448709, -73.99009111393444 40.70494346328909, -73.98949358971352 40.70480903812365, -73.98934734717507 40.704729691702674, -73.98920046436159 40.70472389698883, -73.98906989652583 40.704705914698216, -73.98898897757802 40.704690356781626, -73.98869723304766 40.70456457877685, -73.98840744807171 40.70455450084086, -73.98830332208541 40.70454046895504, -73.98828999111286 40.70507065899765, -73.98795676491503 40.705134217412514, -73.98726969301148 40.705175720694236, -73.98692348455644 40.70516246248585, -73.98687252217192 40.70515727744349, -73.9868232284912 40.70514615211694, -73.9867767915734 40.70512935464519, -73.98673433062268 40.70510728987513, -73.98669686901312 40.70508048960379, -73.9866653096233 40.70504959976088, -73.9866404130758 40.7050153648404, -73.9866227794052 40.70497860995678, -73.98652973012088 40.70497909917382, -73.98642911608677 40.70506917942804, -73.98643429826667 40.70534860741961, -73.98474329943127 40.70554290726695, -73.98402149782905 40.70559863456463, -73.98343806221908 40.70564409484781, -73.98342627543231 40.7055772213495, -73.98340650330286 40.70546637066046, -73.98336819878104 40.70546106507651, -73.98326398738244 40.70548506666065, -73.98308639158824 40.70547709070225, -73.98308986565951 40.705511541825885, -73.9828355220131 40.705555807398106, -73.98274161885993 40.705572441532716, -73.98274508058623 40.70555270986933, -73.9827485936769 40.7055326917421, -73.98245956872238 40.70550879722537, -73.98245898641562 40.70554241446984, -73.98242287179866 40.705822055451996, -73.98102390618274 40.70589891389358, -73.98101733900947 40.70579750646782, -73.98230205183869 40.70573697939972, -73.98232944150546 40.70555203366395, -73.98092510311987 40.70536925520054, -73.98090864629846 40.70590794381195, -73.98074070494954 40.7058551598704, -73.98022004252581 40.70585107622357, -73.98023715381456 40.70576328355986, -73.97985663578562 40.70575224447926, -73.98169640296042 40.70157725053584))",44.0
366,882a107289fffff,"POLYGON ((-74.00130051703714 40.710734607222356, -74.00326268926804 40.70627705364508, -74.00963571187067 40.705222651847656, -74.01404758577743 40.7086255833582, -74.01208632254425 40.713083467639606, -74.0057122762948 40.71413808973636, -74.00130051703714 40.710734607222356))",97.0
367,882a1072ddfffff,"POLYGON ((-73.99492660078673 40.711788606426545, -73.99296341989005 40.71624630826327, -73.98658861001985 40.71729990459654, -73.98217800523803 40.71389557913705, -73.98409351770242 40.709548450848736, -73.98449647076768 40.70950966393945, -73.98655035339988 40.7093119441395, -73.9881649172667 40.70915678150649, -73.9881734096786 40.70914751830128, -73.98839064023261 40.70912694916274, -73.98844653437374 40.709133820547045, -73.9884796726878 40.70915584680596, -73.98849727173885 40.709176305293234, -73.9886365807184 40.70991206151631, -73.98864533493685 40.70991693389861, -73.98866750580949 40.70992003483075, -73.98869610271325 40.70992844984462, -73.98871771111241 40.709947090016286, -73.98873681707514 40.709970741845154, -73.98879717785798 40.70996660747228, -73.98889845980878 40.70995473576504, -73.98935765696673 40.70990098670793, -73.98946067019428 40.709889287051304, -73.98957449608706 40.70987408160655, -73.98974515155741 40.7098487616557, -73.99015825373382 40.70979037266377, -73.99051420376692 40.709733884118855, -73.99078913018555 40.709689506588695, -73.99106783462996 40.709657229842676, -73.9913510923706 40.709620332703366, -73.99170260292523 40.709565262453516, -73.99176779580121 40.709555055523765, -73.99190544366441 40.70952539658227, -73.99198715393132 40.70952022082386, -73.99492660078673 40.711788606426545))",40.0
368,882a1072c3fffff,"POLYGON ((-73.99296341989005 40.71624630826327, -73.99492660078673 40.711788606426545, -74.00130051703714 40.710734607222356, -74.0057122762948 40.71413808973636, -74.00375000441076 40.71859612245124, -73.99737506414453 40.71965034180398, -73.99296341989005 40.71624630826327))",94.0
