,primary_mode,trip_distance_meters,origin_bgrp_fips_2020,origin_bgrp_lat_2020,origin_bgrp_lng_2020,destination_bgrp_fips_2020,destination_bgrp_lat_2020,destination_bgrp_lng_2020,emission_factor,co2_emissions_grams
9435783,private_auto,2745.651410489196,360470478001,40.6328,-73.9773,360470114003,40.64,-73.9995,175.0,480.4889968356093
9436771,private_auto,11237.459806695628,360470009001,40.6924,-73.9914,360470196001,40.6233,-74.0025,175.0,1966.5554661717347
9437394,private_auto,777.6885492314627,360470242001,40.6248,-73.9914,360470238002,40.6305,-73.9914,175.0,136.09549611550597
9438933,private_auto,2684.3909333713686,360610079001,40.7399,-74.0089,360610056001,40.7426,-73.9863,175.0,469.76841333998954
9440563,private_auto,966.5162427138232,360470134001,40.6295,-74.0182,360470132001,40.6296,-74.0143,175.0,169.14034247491907
9441915,private_auto,25738.8426993441,360850248003,40.518,-74.2393,360850008003,40.6075,-74.0644,175.0,4504.297472385217
9442256,private_auto,4116.782929067537,360850021002,40.6319,-74.0752,360850133023,40.6329,-74.124,175.0,720.437012586819
9442259,private_auto,10621.338305009169,360850021002,40.6319,-74.0752,360850273014,40.6022,-74.1581,175.0,1858.7342033766047
9442962,private_auto,3562.1982378768967,360850021002,40.6319,-74.0752,360850040042,40.6103,-74.0866,175.0,623.384691628457
9442988,private_auto,8949.2934862442,360850040042,40.6103,-74.0866,360850277062,40.5903,-74.1624,175.0,1566.126360092735
9443138,private_auto,5149.517044203891,360850177012,40.6071,-74.1099,360850070011,40.5877,-74.0885,175.0,901.1654827356808
9443592,private_auto,1084.7258906767224,360850096023,40.5924,-74.0973,360850114012,40.5857,-74.1004,175.0,189.82703086842645
9443883,private_auto,4368.308555969434,360850169012,40.6128,-74.1032,360850067001,40.637,-74.1002,175.0,764.4539972946509
9444029,private_auto,19535.084815145023,360810871002,40.7597,-73.8328,360610251001,40.8403,-73.9405,175.0,3418.639842650379
9444106,private_auto,3486.873325248592,360850105001,40.6364,-74.1091,360850021002,40.6319,-74.0752,175.0,610.2028319185036
9444242,private_auto,4424.094999999999,360850177013,40.5955,-74.1078,360850169011,40.6121,-74.1135,175.0,774.2166249999999
9444694,private_auto,2645.713230057554,360850239002,40.6268,-74.1494,360850141001,40.6291,-74.1251,175.0,462.99981526007195
9444782,private_auto,2714.241903467239,360850247002,40.6268,-74.1398,360850151005,40.6142,-74.1268,175.0,474.99233310676675
9445141,private_auto,568.1298800087685,360850189021,40.6037,-74.1332,360850273021,40.6001,-74.1365,175.0,99.42272900153449
9446064,private_auto,2346.518273744711,360850146052,40.5553,-74.1486,360850170122,40.5522,-74.1717,175.0,410.64069790532443
9446711,private_auto,8391.861470624322,360850128063,40.564,-74.1132,360850291044,40.6106,-74.1566,175.0,1468.5757573592564
9447067,private_auto,2166.284427397044,360850273014,40.6022,-74.1581,360850303011,40.6192,-74.1603,175.0,379.0997747944827
9447497,private_auto,14658.53310077934,360850291062,40.5955,-74.1652,360850021003,40.6259,-74.0812,175.0,2565.2432926363845
9447577,private_auto,2590.7294529724904,360850176004,40.5292,-74.1675,360850170112,40.5436,-74.17,175.0,453.3776542701858
9447584,private_auto,2628.7094415543115,360850170052,40.5399,-74.1749,360850176004,40.5292,-74.1675,175.0,460.0241522720045
9447784,private_auto,9767.758869995545,360850170052,40.5399,-74.1749,360850112031,40.5753,-74.1015,175.0,1709.3578022492204
9447805,private_auto,1017.5222344638672,360850226022,40.5375,-74.2341,360850226021,40.5228,-74.2308,175.0,178.06639103117678
9448559,private_auto,34014.18822421186,360850208062,40.5499,-74.2049,360470578001,40.5996,-73.9504,175.0,5952.482939237075
9449027,private_auto,5640.822812334347,360850170051,40.539,-74.1837,360850226021,40.5228,-74.2308,175.0,987.1439921585107
9449090,private_auto,3439.980553135724,360850226014,40.5233,-74.2197,360850208061,40.5481,-74.2093,175.0,601.9965967987517
9450509,private_auto,30434.029576397123,360811617004,40.7276,-73.717,360610239001,40.8322,-73.9404,175.0,5325.955175869496
9450992,private_auto,8887.04005531812,360810404004,40.7036,-73.772,360810846021,40.6651,-73.8166,175.0,1555.2320096806711
9451862,private_auto,935.8138005016302,360050090002,40.8233,-73.8383,360050166002,40.8285,-73.8321,175.0,163.76741508778528
9452114,private_auto,14635.990249821636,360610238043,40.7597,-73.9524,360810140001,40.703,-73.828,175.0,2561.298293718786
9452840,private_auto,1438.2498429345617,360810703002,40.7145,-73.859,360810637004,40.7078,-73.8607,175.0,251.69372251354827
9454016,private_auto,10847.821648573688,360810123013,40.7736,-73.897,360810945002,40.7849,-73.8305,175.0,1898.3687885003956
9454095,private_auto,2192.915863961783,360050249001,40.8574,-73.9131,360050237031,40.861,-73.899,175.0,383.76027619331205
9454117,private_auto,5253.415019959758,360810283005,40.7496,-73.8857,360810603001,40.7139,-73.899,175.0,919.3476284929576
9454135,private_auto,6111.078927233898,360810603001,40.7139,-73.899,360810283005,40.7496,-73.8857,175.0,1069.438812265932
9454696,private_auto,568.7396164019227,360810151001,40.7596,-73.9096,360810163001,40.7588,-73.908,175.0,99.52943287033648
9457607,private_auto,3877.169206789541,360470414012,40.6007,-73.971,360470532001,40.6281,-73.9611,175.0,678.5046111881696
9457702,private_auto,850.4830716109069,360470490001,40.6392,-73.972,360470490002,40.6373,-73.973,175.0,148.8345375319087
9459205,private_auto,2959.090995928821,360470192001,40.6299,-73.998,360470070001,40.6386,-74.0234,175.0,517.8409242875437
9459961,private_auto,1235.1490185911573,360850067003,40.6328,-74.1005,360850075003,40.6336,-74.094,175.0,216.15107825345254
9460351,private_auto,283.09789362753816,360850323001,40.6342,-74.1787,360850319022,40.6385,-74.167,175.0,49.54213138481918
9460428,private_auto,1538.9411569450235,360850248001,40.5104,-74.2504,360850244022,40.5004,-74.246,175.0,269.3147024653791
9460655,private_auto,3404.7297758660493,360811551042,40.7522,-73.7079,360811551011,40.7566,-73.7142,175.0,595.8277107765587
9461041,private_auto,7579.7467653516815,360811621003,40.7286,-73.7293,360811257003,40.7216,-73.8072,175.0,1326.4556839365443
9462313,private_auto,4576.186728826328,360811301002,40.7324,-73.7433,360811529013,40.7573,-73.7338,175.0,800.8326775446075
9462348,private_auto,1915.5530435100443,360810540003,40.7128,-73.7389,360810556002,40.7244,-73.7439,175.0,335.22178261425773
9462579,private_auto,7882.289752036989,360810536011,40.7077,-73.7462,360811507022,40.7634,-73.7312,175.0,1379.400706606473
9462819,private_auto,1405.501848475177,360811377003,40.7493,-73.7477,360811385011,40.7567,-73.7563,175.0,245.96282348315594
9462822,private_auto,23636.395412283764,360811377003,40.7493,-73.7477,360610048005,40.7326,-73.9829,175.0,4136.369197149659
9462831,private_auto,1838.1362521777653,360811385011,40.7567,-73.7563,360811377003,40.7493,-73.7477,175.0,321.6738441311089
9463190,private_auto,7214.665552840589,360810981002,40.791,-73.8147,360811467001,40.7618,-73.7704,175.0,1262.5664717471032
9463575,private_auto,1240.4357277666415,360811385013,40.7514,-73.7559,360811377001,40.7484,-73.7537,175.0,217.07625235916228
9463689,private_auto,22123.4359113538,360610088005,40.7503,-73.9703,360811291045,40.7405,-73.7544,175.0,3871.601284486915
9463739,private_auto,664.0512859641747,360810998013,40.5985,-73.7547,360810998012,40.6,-73.7571,175.0,116.20897504373056
9464472,private_auto,1704.798370774456,360811291031,40.7391,-73.7599,360811291022,40.7296,-73.7537,175.0,298.3397148855298
9464686,private_auto,4551.409662987006,360811267001,40.7216,-73.7949,360810484002,40.7145,-73.7621,175.0,796.496691022726
9464827,private_auto,1866.302253159551,360811399002,40.7508,-73.7632,360811471001,40.7625,-73.7632,175.0,326.6028943029214
9465135,private_auto,1009.7605578057542,360810320002,40.6582,-73.7663,360810320002,40.6582,-73.7663,175.0,176.708097616007
9465591,private_auto,1927.886802541361,360811403002,40.7475,-73.7712,360811283001,40.734,-73.7688,175.0,337.38019044473816
9466226,private_auto,8036.505567081763,360810711002,40.7218,-73.8517,360810472002,40.7186,-73.7776,175.0,1406.3884742393086
9466613,private_auto,3806.985162058477,360811463001,40.76,-73.7801,360811479002,40.7676,-73.7454,175.0,666.2224033602334
9467313,private_auto,14918.03209129968,360810141002,40.7668,-73.9061,360810466001,40.7144,-73.7854,175.0,2610.6556159774436
9467535,private_auto,16722.724934458256,360810283005,40.7496,-73.8857,360811277001,40.7224,-73.7873,175.0,2926.476863530195
9467785,private_auto,18154.71016546875,360811417002,40.7484,-73.7897,360610110006,40.7611,-73.9625,175.0,3177.0742789570313
9467800,private_auto,1008.5238902857668,360811347012,40.7397,-73.7837,360811417002,40.7484,-73.7897,175.0,176.49168080000916
9467861,private_auto,1364.288877188672,360811093001,40.7745,-73.7816,360811085002,40.7702,-73.7902,175.0,238.7505535080176
9467865,private_auto,295.28371396638914,360811085003,40.7732,-73.7866,360811085002,40.7702,-73.7902,175.0,51.6746499441181
9468082,private_auto,3384.3252653259538,360810865001,40.7629,-73.824,360811459002,40.7542,-73.7915,175.0,592.2569214320418
9469144,private_auto,3743.905354629407,360810246001,40.7012,-73.7965,360810106001,40.688,-73.8263,175.0,655.1834370601463
9469367,private_auto,1763.9239971785569,360811181002,40.7595,-73.7892,360811195001,40.7549,-73.7995,175.0,308.68669950624746
9469643,private_auto,1404.5343689396002,360810448001,40.7109,-73.8018,360810456001,40.7166,-73.794,175.0,245.79351456443004
9470076,private_auto,5171.3366135794795,360810907001,40.7742,-73.838,360811207011,40.7512,-73.8055,175.0,904.983907376409
9470559,private_auto,776.6434784403401,360810172002,40.6831,-73.8087,360810192001,40.683,-73.802,175.0,135.9126087270595
9470747,private_auto,7989.535142673003,360470497002,40.7155,-73.9436,360810095002,40.7749,-73.9214,175.0,1398.1686499677755
9472105,private_auto,2043.358054983496,360810945001,40.7906,-73.8311,360811039003,40.7862,-73.8163,175.0,357.5876596221118
9473052,private_auto,3321.2345112593243,360810942011,40.5838,-73.8194,360810964001,40.5985,-73.7921,175.0,581.2160394703817
9474180,private_auto,7329.336440130787,360810384002,40.6924,-73.7491,360810102002,40.6798,-73.8231,175.0,1282.6338770228879
9474677,private_auto,1707.4731448651344,360810142011,40.7021,-73.8249,360810124002,40.6947,-73.835,175.0,298.8078003513985
9476522,private_auto,6939.239105135648,360810803012,40.7442,-73.8327,360810454002,40.714,-73.7963,175.0,1214.3668433987384
9477275,private_auto,2789.6537951041,360810134002,40.7059,-73.8365,360810028001,40.6935,-73.8451,175.0,488.18941414321745
9477577,private_auto,17296.060520606723,360810934021,40.5777,-73.8381,360470348001,40.5813,-73.983,175.0,3026.8105911061766
9477668,private_auto,2953.621510362168,360810212001,40.701,-73.8091,360810130001,40.7019,-73.8385,175.0,516.8837643133794
9477904,private_auto,2179.360720725152,360610015021,40.7097,-74.0092,360610029021,40.7165,-73.999,175.0,381.38812612690157
9478011,private_auto,17471.240157523855,360810892016,40.6521,-73.8407,360810916034,40.5602,-73.9147,175.0,3057.4670275666745
9478553,private_auto,1031.1490205759353,360810114001,40.6879,-73.8418,360810040011,40.6838,-73.8437,175.0,180.45107860078866
9478787,private_auto,6771.847724396376,360810809007,40.7366,-73.8201,360810925003,40.7809,-73.8451,175.0,1185.073351769366
9478978,private_auto,29800.25822094107,360810892014,40.6562,-73.8419,360610128004,40.7727,-73.9616,175.0,5215.045188664687
9480172,private_auto,10011.19031964968,360810929001,40.7896,-73.8534,360810743003,40.731,-73.8498,175.0,1751.958305938694
9480211,private_auto,1311.4356387565183,360810723002,40.7165,-73.8499,360810737001,40.7199,-73.8423,175.0,229.5012367823907
9481939,private_auto,2488.911626216548,360810721001,40.7326,-73.8547,360810427001,40.7448,-73.8552,175.0,435.5595345878959
9483076,private_auto,1173.275194252407,360810713063,40.7255,-73.8541,360810717014,40.7314,-73.8578,175.0,205.3231589941712
9485782,private_auto,381.4542895614542,360810455001,40.7362,-73.8646,360810683002,40.7349,-73.8691,175.0,66.75450067325448
9488061,private_auto,1899.2928061655089,360810633022,40.7055,-73.8705,360810619002,40.7109,-73.878,175.0,332.37624107896403
9488385,private_auto,1472.392274962312,360810357002,40.7683,-73.8716,360810351001,40.7591,-73.8761,175.0,257.6686481184046
9491353,private_auto,1105.8325756477143,360471058012,40.6503,-73.8815,360471078004,40.6548,-73.8838,175.0,193.52070073835
9493753,private_auto,313.20725012336027,360810327002,40.7567,-73.8851,360810309033,40.7564,-73.8879,175.0,54.81126877158805
9495496,private_auto,6983.939475656334,360810063001,40.7656,-73.9224,360810667011,40.7212,-73.8925,175.0,1222.1894082398585
9496169,private_auto,6937.78911374567,360810717013,40.7316,-73.8617,360810567003,40.6962,-73.8943,175.0,1214.1130949054923
9500366,private_auto,4315.954607954176,360810283003,40.7498,-73.8838,360810235011,40.7367,-73.9186,175.0,755.2920563919809
9501022,private_auto,8912.13227117612,360470702013,40.6065,-73.9054,360470610044,40.5788,-73.9564,175.0,1559.6231474558213
9502863,private_auto,13637.781825320004,360810779043,40.7195,-73.8156,360810111001,40.7797,-73.9086,175.0,2386.6118194310006
9502864,private_auto,22658.452059865005,360810618002,40.6768,-73.7374,360810111001,40.7797,-73.9086,175.0,3965.229110476376
9503408,private_auto,19104.57316146998,360810549004,40.7006,-73.9096,360810925003,40.7809,-73.8451,175.0,3343.3003032572465
9504972,private_auto,2794.0609404590127,360810535011,40.7165,-73.9126,360810549004,40.7006,-73.9096,175.0,488.96066458032726
9506952,private_auto,328.84666214063986,360470696011,40.6249,-73.9159,360470696011,40.6249,-73.9159,175.0,57.548165874611975
9507822,private_auto,24987.958207638487,360810892014,40.6562,-73.8419,360810103001,40.7832,-73.9176,175.0,4372.892686336735
9508763,private_auto,4439.145844757512,360470692001,40.6241,-73.9192,360470830004,40.6394,-73.9469,175.0,776.8505228325647
9508877,private_auto,1899.88223155125,360470888003,40.6537,-73.9195,360470960001,40.6459,-73.9148,175.0,332.47939052146876
9509744,private_auto,1320.3966074914204,360810147003,40.7641,-73.9131,360810059001,40.759,-73.9223,175.0,231.06940631099857
9514210,private_auto,21629.010327997057,360810716001,40.6469,-73.7869,360470596003,40.5905,-73.9414,175.0,3785.076807399485
9514264,private_auto,3743.323840921086,360470552002,40.6087,-73.9561,360470658002,40.6069,-73.9303,175.0,655.08167216119
9515046,private_auto,32278.65574032353,360470037001,40.6894,-73.9847,360470654001,40.6144,-73.9328,175.0,5648.764754556618
9515128,private_auto,414.2824387537013,360470860002,40.65,-73.9331,360470860001,40.6499,-73.9312,175.0,72.49942678189772
9515553,private_auto,4452.410126979761,360470726001,40.6324,-73.9339,360471098004,40.6531,-73.8988,175.0,779.1717722214582
9515590,private_auto,10171.598372786864,360470074003,40.642,-74.0187,360470656002,40.6122,-73.9341,175.0,1780.029715237701
9516809,private_auto,16116.393688569206,360810942035,40.5876,-73.803,360470572001,40.5965,-73.9368,175.0,2820.3688954996105
9522289,private_auto,1053.0762314834517,360470606001,40.5866,-73.9544,360470600003,40.587,-73.9461,175.0,184.28834050960404
9522296,private_auto,777.958911492961,360470608001,40.5841,-73.9462,360470600003,40.587,-73.9461,175.0,136.14280951126815
9522919,private_auto,11568.630996887878,360050065003,40.818,-73.9207,360810025006,40.7545,-73.9468,175.0,2024.5104244553786
9523141,private_auto,10864.574720084169,360610271001,40.8523,-73.9323,360050296001,40.8559,-73.8442,175.0,1901.3005760147296
9523467,private_auto,2290.8804801556785,360470582002,40.5973,-73.96,360470548002,40.6082,-73.9477,175.0,400.9040840272437
9524918,private_auto,4376.169787755203,360610158021,40.7869,-73.9502,360610110006,40.7611,-73.9625,175.0,765.8297128571605
9526529,private_auto,13617.161157537452,360810779072,40.7236,-73.8178,360470513003,40.7118,-73.9524,175.0,2383.003202569054
9527054,private_auto,5172.6831605277885,360610076001,40.7485,-73.9866,360610138007,40.7738,-73.9531,175.0,905.219553092363
9527625,private_auto,5555.72031717873,360050059022,40.8233,-73.9239,360610160021,40.7876,-73.9539,175.0,972.2510555062777
9527775,private_auto,6605.67347892355,360470772001,40.6339,-73.9542,360470039003,40.6839,-73.9802,175.0,1155.9928588116213
9528146,private_auto,21814.63760918331,360810506001,40.7074,-73.7599,360470822002,40.6545,-73.9546,175.0,3817.5615816070795
9529423,private_auto,5934.668828240425,360610132032,40.7715,-73.9518,360610058002,40.7435,-73.9902,175.0,1038.5670449420743
9530708,private_auto,1154.2743473740811,360470571001,40.7261,-73.9468,360470561001,40.7265,-73.9585,175.0,201.99801079046418
9531268,private_auto,611.1930680754508,360610118004,40.7654,-73.9593,360610126011,40.768,-73.9574,175.0,106.9587869132039
9531566,private_auto,3081.593238538272,360470542001,40.6125,-73.9598,360470656001,40.6138,-73.9359,175.0,539.2788167441976
9531567,private_auto,597.345451311986,360470542001,40.6125,-73.9598,360470768001,40.6203,-73.9598,175.0,104.53545397959755
9532533,private_auto,5908.270686841857,360470360013,40.576,-73.964,360470534001,40.6227,-73.9614,175.0,1033.947370197325
9532971,private_auto,6539.538829500814,360470530001,40.6275,-73.9623,360470724002,40.634,-73.9285,175.0,1144.4192951626424
9533419,private_auto,13606.405212486336,360470588001,40.5899,-73.9589,360471058044,40.6445,-73.8802,175.0,2381.1209121851084
9536077,private_auto,2444.2382556251355,360470578002,40.5993,-73.9525,360470388004,40.5938,-73.9709,175.0,427.7416947343987
9536405,private_auto,6579.97704759483,360470163002,40.6801,-73.9697,360470433001,40.6967,-73.9167,175.0,1151.4959833290952
9536653,private_auto,988.1665968322897,360470305004,40.6753,-73.9598,360470163003,40.678,-73.9704,175.0,172.9291544456507
9536970,private_auto,1183.642277072047,360610121023,40.7606,-73.9929,360610119001,40.7567,-73.9846,175.0,207.1373984876082
9537102,private_auto,9456.62918322476,360610191001,40.8015,-73.9718,360050231001,40.8462,-73.9025,175.0,1654.9101070643333
9537104,private_auto,13955.755173502592,360050323004,40.9039,-73.9086,360610191001,40.8015,-73.9718,175.0,2442.2571553629537
9537953,private_auto,2615.8473469745923,360470120001,40.6328,-74.0117,360470022001,40.6461,-74.0204,175.0,457.77328572055364
9538614,private_auto,749.907493678707,360470494003,40.642,-73.9752,360470488001,40.6421,-73.9771,175.0,131.23381139377372
9539033,private_auto,4444.13687100673,360610165005,40.7835,-73.9762,360610095002,40.7478,-73.9948,175.0,777.7239524261778
9539189,private_auto,12238.108733526116,360470035001,40.6853,-73.9766,360610082001,40.7503,-73.9801,175.0,2141.6690283670705
9540386,private_auto,21671.374673861574,360470408002,40.6011,-73.9789,360610033001,40.7183,-74.0061,175.0,3792.4905679257754
9540768,private_auto,1699.5518456722773,360471502002,40.6532,-73.9795,360470486002,40.6369,-73.9773,175.0,297.4215729926485
9540855,private_auto,1451.2633063065507,360810779021,40.7279,-73.8236,360810779081,40.7249,-73.813,175.0,253.9710786036464
9541443,private_auto,656.155963796338,360470228002,40.6377,-73.9806,360470228001,40.6411,-73.9811,175.0,114.82729366435915
9543181,private_auto,510.2322910479781,360470137001,40.6713,-73.9846,360470135002,40.6722,-73.9838,175.0,89.29065093339617
9543314,private_auto,6125.728359080094,360470149021,40.6617,-73.9842,360470808001,40.6573,-73.9395,175.0,1072.0024628390165
9545372,private_auto,2765.086817130867,360470013001,40.6974,-73.9884,360470071003,40.6842,-73.9881,175.0,483.89019299790175
9548215,private_auto,1874.4199168741816,360470430002,40.6097,-73.9834,360470296003,40.5995,-73.9937,175.0,328.0234854529818
9549884,private_auto,11213.759109189836,360470067005,40.6855,-73.9977,360470056021,40.6127,-74.0357,175.0,1962.4078441082213
9551035,private_auto,1685.8946736462472,360470178002,40.606,-74.0055,360470294001,40.5953,-73.9985,175.0,295.03156788809326
9551038,private_auto,8805.351141697096,360470147001,40.6607,-73.9888,360470284003,40.6043,-74.0004,175.0,1540.9364497969918
9552217,private_auto,11534.222580921416,360610033004,40.7186,-74.0038,360610126021,40.7699,-73.959,175.0,2018.4889516612477
9553019,private_auto,2035.1854730068387,360610056001,40.7426,-73.9863,360610083003,40.7428,-74.0059,175.0,356.1574577761968
9553810,private_auto,3684.13901726166,360610021002,40.7129,-74.0094,360610079001,40.7399,-74.0089,175.0,644.7243280207905
9554170,private_auto,8342.9703044779,360610112031,40.7609,-73.9681,360610039001,40.7232,-74.0101,175.0,1460.0198032836324
9555099,private_auto,21022.19315191549,360610002012,40.7112,-73.9857,360470168001,40.6042,-74.0158,175.0,3678.88380158521
9555406,private_auto,2980.061986174688,360470046001,40.627,-74.0363,360470166001,40.6194,-74.0174,175.0,521.5108475805704
9556583,private_auto,524.7330228187546,360470062003,40.6257,-74.0316,360470050003,40.6245,-74.0351,175.0,91.82827899328207
9556940,private_auto,5564.9652642906685,360850074001,40.5957,-74.0669,360470160004,40.6208,-74.0273,175.0,973.868921250867
9557307,private_auto,14025.31963473122,360850170141,40.5496,-74.1952,360850070022,40.5917,-74.0762,175.0,2454.4309360779635
9557426,private_auto,2355.2582966413647,360850006001,40.6191,-74.0684,360850021001,40.6326,-74.0785,175.0,412.17020191223884
9557516,private_auto,16852.91730749145,360850251001,40.6216,-74.1424,360850226022,40.5375,-74.2341,175.0,2949.2605288110035
9557627,private_auto,7487.570318442227,360850201003,40.6215,-74.1362,360850021003,40.6259,-74.0812,175.0,1310.3248057273897
9557816,private_auto,2487.5348368465307,360850047001,40.6141,-74.0937,360850029001,40.6208,-74.0838,175.0,435.3185964481429
9558057,private_auto,18191.684680629296,360470161002,40.6823,-73.9723,360850033002,40.6242,-74.0871,175.0,3183.544819110127
9558067,private_auto,13051.956038659117,360470348001,40.5813,-73.983,360850050002,40.6063,-74.0878,175.0,2284.0923067653457
9558107,private_auto,777.3769801085452,360850114021,40.5813,-74.1023,360850112011,40.5771,-74.0882,175.0,136.04097151899543
9558121,private_auto,5385.983092329211,360850147002,40.6185,-74.1143,360850070012,40.5927,-74.0848,175.0,942.547041157612
9558231,private_auto,10088.829037430569,360850096012,40.5944,-74.0908,360850323001,40.6342,-74.1787,175.0,1765.5450815503496
9558408,private_auto,26500.75278332383,360850226022,40.5375,-74.2341,360850114012,40.5857,-74.1004,175.0,4637.6317370816705
9558531,private_auto,8827.214893306502,360850096023,40.5924,-74.0973,360850251003,40.6137,-74.1497,175.0,1544.762606328638
9558590,private_auto,23670.845530815455,360610212004,40.8128,-73.9397,360470018021,40.6587,-74.0097,175.0,4142.397967892704
9558711,private_auto,2991.850017875925,360850128042,40.5633,-74.1019,360850112031,40.5753,-74.1015,175.0,523.5737531282869
9558992,private_auto,8197.762841584887,360850128065,40.5587,-74.1081,360850151005,40.6142,-74.1268,175.0,1434.6084972773551
9559090,private_auto,4390.99937331634,360850105003,40.6317,-74.1116,360850007004,40.6464,-74.0794,175.0,768.4248903303595
9559169,private_auto,16329.80500474002,360850226022,40.5375,-74.2341,360850169011,40.6121,-74.1135,175.0,2857.7158758295036
9559170,private_auto,25459.15244946142,360850169011,40.6121,-74.1135,360850156016,40.5431,-74.16,175.0,4455.351678655748
9559261,private_auto,899.5041967739315,360850122002,40.5735,-74.1115,360850122003,40.5766,-74.1156,175.0,157.41323443543803
9559710,private_auto,9677.088670923107,360850291022,40.588,-74.1929,360850151005,40.6142,-74.1268,175.0,1693.4905174115436
9559735,private_auto,3159.1419703260717,360850151003,40.6195,-74.1282,360850067002,40.6313,-74.1046,175.0,552.8498448070626
9559876,private_auto,3919.2455100813568,360850141002,40.6286,-74.1289,360850323001,40.6342,-74.1787,175.0,685.8679642642375
9560566,private_auto,14281.837927256272,360850003001,40.6433,-74.0753,360850132032,40.5479,-74.1415,175.0,2499.321637269848
9560581,private_auto,30761.019264022,360470672001,40.6187,-73.9278,360850146063,40.5645,-74.1419,175.0,5383.17837120385
9561401,private_auto,2816.744301840464,360850132011,40.5661,-74.1231,360850279001,40.5776,-74.1478,175.0,492.9302528220811
9561629,private_auto,3750.0409535641215,360850303011,40.6192,-74.1603,360850223001,40.6367,-74.1571,175.0,656.2571668737213
9561753,private_auto,9079.646469429425,360850070023,40.5861,-74.0783,360850156022,40.5338,-74.1581,175.0,1588.9381321501492
9562031,private_auto,5604.266057360827,360850277062,40.5903,-74.1624,360850134001,40.5724,-74.116,175.0,980.7465600381447
9562432,private_auto,4196.17909856238,360850176004,40.5292,-74.1675,360850146071,40.5565,-74.166,175.0,734.3313422484166
9562869,private_auto,1820.3861386240687,360850176001,40.5302,-74.1831,360850176001,40.5302,-74.1831,175.0,318.56757425921205
9563143,private_auto,4708.49020455208,360850277022,40.5801,-74.1662,360850170091,40.5435,-74.1928,175.0,823.9857857966141
9563290,private_auto,561.4718518887219,360850170132,40.5548,-74.1962,360850170132,40.5548,-74.1962,175.0,98.25757408052633
9563387,private_auto,37083.12462143646,360470740001,40.6285,-73.9414,360850170131,40.5526,-74.1995,175.0,6489.546808751381
9563390,private_auto,2815.061299853048,360850170131,40.5526,-74.1995,360850198004,40.5217,-74.1924,175.0,492.6357274742834
9563395,private_auto,4973.332326455838,360850170131,40.5526,-74.1995,360850226022,40.5375,-74.2341,175.0,870.3331571297716
9563639,private_auto,27616.514901354945,360850040042,40.6103,-74.0866,360850156021,40.5393,-74.1622,175.0,4832.890107737116
9563680,private_auto,1690.2932320896143,360850291022,40.588,-74.1929,360850291021,40.6123,-74.1899,175.0,295.8013156156825
9563765,private_auto,21232.06753364737,360850198001,40.5136,-74.2163,360850017001,40.6343,-74.0803,175.0,3715.611818388289
9564123,private_auto,5154.544390316572,360850226011,40.5416,-74.2211,360850248002,40.5128,-74.2446,175.0,902.0452683054002
9564386,private_auto,4848.926108366858,360470702014,40.609,-73.9109,360471006002,40.6314,-73.9,175.0,848.5620689642002
9564490,private_auto,3519.1792743614287,360810476001,40.7237,-73.77,360810454001,40.7108,-73.7956,175.0,615.8563730132499
9565386,private_auto,1332.1129530372184,360850170112,40.5436,-74.17,360850170052,40.5399,-74.1749,175.0,233.11976678151322
9565630,private_auto,21166.55019275472,360810123012,40.7762,-73.8987,360811479001,40.7725,-73.738,175.0,3704.146283732076
9566096,private_auto,4850.883750365261,360811471002,40.7602,-73.7637,360810997051,40.7875,-73.786,175.0,848.9046563139207
9566134,private_auto,4500.088721208492,360811181001,40.7595,-73.786,360811417005,40.7402,-73.794,175.0,787.5155262114861
9566503,private_auto,2377.276131453325,360810814002,40.6726,-73.805,360810166001,40.6837,-73.8219,175.0,416.02332300433187
9566518,private_auto,3092.3464842844214,360810176002,40.6796,-73.807,360810240001,40.7028,-73.809,175.0,541.1606347497737
9567357,private_auto,7370.188361372564,360810939001,40.7939,-73.843,360810803021,40.7419,-73.8291,175.0,1289.7829632401986
9567810,private_auto,11896.572024892734,360810922003,40.5698,-73.861,360470606001,40.5866,-73.9544,175.0,2081.9001043562284
9569022,private_auto,859.3457674933043,360810603001,40.7139,-73.899,360810613011,40.7108,-73.8922,175.0,150.38550931132824
9569896,private_auto,2006.807917565732,360470427001,40.7031,-73.9257,360810545001,40.7061,-73.914,175.0,351.1913855740031
9571319,private_auto,342.90399246386073,360610224002,40.81,-73.947,360610224002,40.81,-73.947,175.0,60.00819868117563
9571405,private_auto,5282.8173028349565,360470750001,40.6278,-73.949,360470582002,40.5973,-73.96,175.0,924.4930279961175
9572376,private_auto,698.014725308283,360470205002,40.6775,-73.9657,360470205003,40.6766,-73.966,175.0,122.15257692894953
9573231,private_auto,1319.3565340454732,360610153023,40.7754,-73.983,360610147003,40.7713,-73.9888,175.0,230.8873934579578
9574745,private_auto,794.5947852631584,360470036002,40.6345,-74.031,360470068004,40.6361,-74.0274,175.0,139.0540874210527
9574847,private_auto,2150.090876672,360850112012,40.5806,-74.0946,360850112013,40.5815,-74.086,175.0,376.2659034176
9575112,private_auto,1497.0549785407109,360850291044,40.6106,-74.1566,360850273015,40.6065,-74.149,175.0,261.9846212446244
9575189,private_auto,5344.3698268471135,360850291021,40.6123,-74.1899,360850277022,40.5801,-74.1662,175.0,935.2647196982449
