,primary_mode,trip_distance_meters,origin_bgrp_fips_2020,origin_bgrp_lat_2020,origin_bgrp_lng_2020,destination_bgrp_fips_2020,destination_bgrp_lat_2020,destination_bgrp_lng_2020,emission_factor,co2_emissions_grams
4824529,private_auto,843.038028851486,360470063001,40.684,-74.0003,360470063001,40.684,-74.0003,175.0,147.53165504901006
4824740,private_auto,1718.13967467177,360470286004,40.6001,-74.0011,360470182002,40.6115,-74.0033,175.0,300.67444306755976
4826120,private_auto,4127.187242767757,360610037002,40.7278,-74.0049,360610125001,40.7592,-73.9828,175.0,722.2577674843575
4826820,private_auto,20428.672564254735,360810928001,40.5723,-73.8527,360470098001,40.6446,-74.0072,175.0,3575.017698744579
4826940,private_auto,17522.3547365279,360610101001,40.7497,-73.9915,360470198002,40.6185,-74.0075,175.0,3066.412078892383
4827711,private_auto,9052.770995781935,360610100001,40.7584,-73.972,360610317031,40.715,-74.0154,175.0,1584.2349242618388
4827726,private_auto,6094.890969367191,360610137006,40.7648,-73.9824,360610039001,40.7232,-74.0101,175.0,1066.6059196392584
4827792,private_auto,4291.59798429251,360470174002,40.6053,-74.0104,360470348002,40.5773,-73.9827,175.0,751.0296472511892
4829702,private_auto,11497.37330633068,360470610021,40.5753,-73.9555,360470066003,40.6328,-74.0287,175.0,2012.0403286078692
4829972,private_auto,1462.525554856028,360470162002,40.6121,-74.0326,360470060001,40.6228,-74.0309,175.0,255.94197209980493
4830388,private_auto,5056.699834203035,360850059021,40.6275,-74.0944,360850008003,40.6075,-74.0644,175.0,884.922470985531
4830485,private_auto,6267.75590454727,360850020021,40.6009,-74.0683,360850187041,40.6065,-74.1237,175.0,1096.8572832957723
4830613,private_auto,837.8111718251275,360850027001,40.6229,-74.076,360850040012,40.6199,-74.0738,175.0,146.6169550693973
4830693,private_auto,1905.140146088992,360850027001,40.6229,-74.076,360850021002,40.6319,-74.0752,175.0,333.39952556557364
4830764,private_auto,13525.385353416925,360850170142,40.5475,-74.1935,360850070022,40.5917,-74.0762,175.0,2366.9424368479617
4830931,private_auto,948.142112962836,360850021001,40.6326,-74.0785,360850017002,40.6346,-74.0831,175.0,165.9248697684963
4831490,private_auto,4655.077225952097,360850187041,40.6065,-74.1237,360850291044,40.6106,-74.1566,175.0,814.638514541617
4831591,private_auto,3062.907514178185,360850122001,40.5759,-74.1078,360850070023,40.5861,-74.0783,175.0,536.0088149811824
4831612,private_auto,9746.071638655209,360850075002,40.6323,-74.0893,360850239002,40.6268,-74.1494,175.0,1705.5625367646617
4832041,private_auto,3989.216904067137,360850047002,40.615,-74.1003,360850027002,40.6254,-74.0775,175.0,698.112958211749
4832125,private_auto,1652.4331165473966,360850128041,40.5664,-74.108,360850112031,40.5753,-74.1015,175.0,289.1757953957944
4832459,private_auto,2330.294029575756,360850027001,40.6229,-74.076,360850003001,40.6433,-74.0753,175.0,407.8014551757574
4832624,private_auto,4243.393877064636,360850239001,40.6314,-74.1492,360850105005,40.6363,-74.1146,175.0,742.5939284863114
4832630,private_auto,8938.312295918788,360850134001,40.5724,-74.116,360850105005,40.6363,-74.1146,175.0,1564.204651785788
4832741,private_auto,4325.869585986797,360850125002,40.6288,-74.1187,360850181001,40.5917,-74.131,175.0,757.0271775476895
4832935,private_auto,20230.941780833167,360850187041,40.6065,-74.1237,360470053011,40.678,-74.0132,175.0,3540.414811645804
4833462,private_auto,969.9924725395774,360850187012,40.611,-74.1251,360850197002,40.616,-74.1332,175.0,169.74868269442604
4833993,private_auto,8495.437989499984,360850146063,40.5645,-74.1419,360850198004,40.5217,-74.1924,175.0,1486.7016481624971
4834060,private_auto,666.0406298848147,360850146062,40.556,-74.1428,360850146063,40.5645,-74.1419,175.0,116.55711022984258
4834272,private_auto,911.0367284777352,360850156032,40.5371,-74.1475,360850156014,40.5375,-74.1536,175.0,159.43142748360367
4834320,private_auto,2464.4018319360425,360850146071,40.5565,-74.166,360850146061,40.563,-74.1477,175.0,431.2703205888074
4835629,private_auto,18735.867761261707,360850067001,40.637,-74.1002,360850226022,40.5375,-74.2341,175.0,3278.776858220798
4835699,private_auto,1953.11567061026,360850146072,40.5576,-74.1615,360850146044,40.5467,-74.1629,175.0,341.7952423567955
4835717,private_auto,4276.860294250268,360850291061,40.5996,-74.1652,360850239002,40.6268,-74.1494,175.0,748.450551493797
4836038,private_auto,1406.1159266414948,360850170151,40.5513,-74.1824,360850170161,40.561,-74.1768,175.0,246.07028716226156
4836339,private_auto,5375.2132188761125,360850170071,40.5576,-74.1889,360850277022,40.5801,-74.1662,175.0,940.6623133033197
4836382,private_auto,2621.18109793235,360850170092,40.5391,-74.1914,360850170052,40.5399,-74.1749,175.0,458.7066921381612
4836508,private_auto,2405.4488860772035,360850291051,40.6066,-74.1744,360850291022,40.588,-74.1929,175.0,420.9535550635106
4836512,private_auto,11089.692225283325,360850291022,40.588,-74.1929,360850125002,40.6288,-74.1187,175.0,1940.6961394245816
4836708,private_auto,8532.32194484597,360850248003,40.518,-74.2393,360850208042,40.538,-74.1979,175.0,1493.1563403480448
4836878,private_auto,961.5475600375412,360850198002,40.5204,-74.2067,360850198004,40.5217,-74.1924,175.0,168.2708230065697
4836900,private_auto,5769.683555174209,360850226021,40.5228,-74.2308,360850198002,40.5204,-74.2067,175.0,1009.6946221554865
4837009,private_auto,7120.89228043285,360850208061,40.5481,-74.2093,360850244021,40.5042,-74.2314,175.0,1246.1561490757488
4837138,private_auto,8937.306614377949,360850208031,40.5349,-74.2148,360850146062,40.556,-74.1428,175.0,1564.028657516141
4837228,private_auto,8091.029648219457,360850277022,40.5801,-74.1662,360850226013,40.5295,-74.2208,175.0,1415.9301884384051
4837279,private_auto,3450.3092377322987,360850226011,40.5416,-74.2211,360850248003,40.518,-74.2393,175.0,603.8041166031522
4837439,private_auto,25275.792400918574,360850248003,40.518,-74.2393,360850007004,40.6464,-74.0794,175.0,4423.26367016075
4837792,private_auto,18630.25214838531,360810330001,40.6716,-73.76,360810945002,40.7849,-73.8305,175.0,3260.2941259674294
4838000,private_auto,4631.128864699168,360810273011,40.75,-73.8714,360810123011,40.7773,-73.9014,175.0,810.4475513223543
4838134,private_auto,1908.9868044821544,360810259002,40.7464,-73.9045,360810163003,40.7563,-73.91,175.0,334.072690784377
4838646,private_auto,4203.127899712381,360610203002,40.808,-73.962,360610157006,40.7784,-73.98,175.0,735.5473824496668
4838937,private_auto,2452.95834425912,360811529011,40.7503,-73.732,360811551041,40.7476,-73.7146,175.0,429.267710245346
4839338,private_auto,1998.4214994985252,360811123001,40.7675,-73.771,360810997044,40.7799,-73.7776,175.0,349.7237624122419
4839339,private_auto,3209.574682666828,360811385013,40.7514,-73.7559,360811123001,40.7675,-73.771,175.0,561.6755694666949
4839908,private_auto,4189.438606427042,360811267001,40.7216,-73.7949,360810212001,40.701,-73.8091,175.0,733.1517561247323
4841216,private_auto,2408.2323329541528,360050206011,40.8356,-73.8497,360050246002,40.8499,-73.861,175.0,421.4406582669767
4845347,private_auto,2208.187886281916,360470542002,40.6123,-73.962,360470760002,40.621,-73.955,175.0,386.4328800993353
4846200,private_auto,10833.943457224475,360470490001,40.6392,-73.972,360610031001,40.7172,-74.0022,175.0,1895.940105014283
4848143,private_auto,593.377507083095,360610021001,40.7145,-74.008,360610021004,40.7159,-74.0121,175.0,103.84106373954162
4848341,private_auto,5310.762634814972,360470066003,40.6328,-74.0287,360470147001,40.6607,-73.9888,175.0,929.3834610926202
4848840,private_auto,3933.899873800417,360850291041,40.6176,-74.164,360850151005,40.6142,-74.1268,175.0,688.432477915073
4849884,private_auto,1329.9696184727736,360050065002,40.8192,-73.9229,360050063011,40.8267,-73.9246,175.0,232.74468323273538
4850249,private_auto,12716.574369558812,360810907001,40.7742,-73.838,360811479002,40.7676,-73.7454,175.0,2225.400514672792
4850961,private_auto,27720.42370556951,360810542003,40.7179,-73.7434,360470600001,40.5876,-73.9404,175.0,4851.074148474664
4852178,private_auto,347.6454502041872,360810998013,40.5985,-73.7547,360810998013,40.5985,-73.7547,175.0,60.837953785732765
4853560,private_auto,568.1400364972045,360811123001,40.7675,-73.771,360811113003,40.7678,-73.7662,175.0,99.42450638701078
4853665,private_auto,1435.4907471455367,360810334012,40.6783,-73.7669,360810352001,40.681,-73.7552,175.0,251.21088075046893
4854050,private_auto,3234.851526607212,360811403002,40.7475,-73.7712,360811113001,40.7679,-73.7616,175.0,566.0990171562621
4854741,private_auto,11972.601845308029,360811385011,40.7567,-73.7563,360810713033,40.7244,-73.8482,175.0,2095.205322928905
4855848,private_auto,13859.70932010881,360810462001,40.7103,-73.7859,360810945002,40.7849,-73.8305,175.0,2425.4491310190415
4857521,private_auto,3835.881834654153,360810997044,40.7799,-73.7776,360810991001,40.7941,-73.7981,175.0,671.2793210644768
4857544,private_auto,23659.39901725329,360470386002,40.5927,-73.9771,360810192002,40.6853,-73.7982,175.0,4140.394828019325
4858061,private_auto,8575.496940786692,360811265001,40.721,-73.8018,360810383011,40.7606,-73.8413,175.0,1500.7119646376711
4858208,private_auto,4925.277622974475,360810814001,40.6705,-73.8025,360810716001,40.6469,-73.7869,175.0,861.9235840205331
4858742,private_auto,1819.1231270613364,360811185002,40.7599,-73.8074,360811047002,40.7735,-73.8176,175.0,318.34654723573385
4859486,private_auto,653.7257381948275,360050138001,40.822,-73.8111,360050158001,40.8249,-73.8186,175.0,114.4020041840948
4859645,private_auto,5576.79316119533,360810779042,40.7207,-73.8115,360810717013,40.7316,-73.8617,175.0,975.9388032091828
4859942,private_auto,1265.8434470215516,360810236001,40.7084,-73.8056,360810220021,40.7151,-73.8131,175.0,221.52260322877154
4860445,private_auto,12215.477884912085,360811157002,40.7664,-73.8152,360810208002,40.6989,-73.8042,175.0,2137.708629859615
4861720,private_auto,4320.294119770769,360811159003,40.7667,-73.8206,360810929002,40.7837,-73.8527,175.0,756.0514709598846
4862566,private_auto,2299.258529450012,360810426001,40.6889,-73.7702,360810384002,40.6924,-73.7491,175.0,402.3702426537521
4863178,private_auto,2494.7734751246367,360810855004,40.759,-73.8247,360810889031,40.7788,-73.8253,175.0,436.5853581468115
4863183,private_auto,30091.312189218013,360810889031,40.7788,-73.8253,360470143003,40.6628,-73.9935,175.0,5265.979633113152
4863375,private_auto,11326.473799761476,360810106001,40.688,-73.8263,360810205001,40.7299,-73.9221,175.0,1982.1329149582582
4863854,private_auto,3548.6465341009207,360810260002,40.6917,-73.7953,360810144001,40.6985,-73.8285,175.0,621.013143467661
4863863,private_auto,1382.054683050636,360050166001,40.8304,-73.8286,360050144006,40.8213,-73.8206,175.0,241.8595695338613
4864273,private_auto,1306.6968248225107,360810108002,40.6876,-73.8301,360810158023,40.688,-73.8219,175.0,228.6719443439394
4865247,private_auto,11690.097032923346,360810919001,40.7744,-73.8467,360810166001,40.6837,-73.8219,175.0,2045.7669807615855
4865335,private_auto,3908.945390276815,360050264003,40.8401,-73.8346,360050462055,40.867,-73.8279,175.0,684.0654432984426
4866041,private_auto,21854.5443011199,360810126012,40.693,-73.8383,360050056003,40.8328,-73.8804,175.0,3824.545252695982
4866110,private_auto,679.1611284027425,360810749002,40.7126,-73.8388,360810749001,40.7141,-73.8418,175.0,118.85319747047996
4866432,private_auto,720.147356648249,360810892016,40.6521,-73.8407,360810892014,40.6562,-73.8419,175.0,126.02578741344358
4866435,private_auto,19655.900350167205,360810892016,40.6521,-73.8407,360810916034,40.5602,-73.9147,175.0,3439.782561279261
4866510,private_auto,10799.809433594435,360810934023,40.5803,-73.8412,360810892014,40.6562,-73.8419,175.0,1889.966650879026
4866566,private_auto,3295.88604638196,360810114001,40.6879,-73.8418,360810158022,40.6866,-73.8199,175.0,576.780058116843
4866595,private_auto,900.4792661565396,360810749001,40.7141,-73.8418,360810711002,40.7218,-73.8517,175.0,157.5838715773944
4866821,private_auto,1341.4072630853873,360810026002,40.6961,-73.8434,360810114001,40.6879,-73.8418,175.0,234.74627103994277
4866937,private_auto,2606.620165770808,360471188001,40.6792,-73.8641,360810040011,40.6838,-73.8437,175.0,456.1585290098914
4867412,private_auto,4879.162698610764,360050300001,40.8507,-73.8292,360050090005,40.8181,-73.8462,175.0,853.8534722568837
4867799,private_auto,10199.866727570452,360810846021,40.6651,-73.8166,360810741002,40.729,-73.8474,175.0,1784.976677324829
4868480,private_auto,1305.496614697622,360050086003,40.8198,-73.8498,360050042006,40.8248,-73.8574,175.0,228.46190757208385
4869074,private_auto,11196.35376265318,360810729001,40.7135,-73.8514,360811047004,40.7748,-73.8248,175.0,1959.3619084643065
4869137,private_auto,813.3016600545805,360471104001,40.6548,-73.8903,360471078004,40.6548,-73.8838,175.0,142.3277905095516
4869946,private_auto,36190.85840427213,360050070002,40.8307,-73.867,360470182001,40.6139,-74.0017,175.0,6333.400220747622
4870304,private_auto,392.4233703110772,360050368001,40.8751,-73.8545,360050382002,40.8771,-73.8525,175.0,68.67408980443851
4871669,private_auto,4144.528510962988,360810717011,40.7328,-73.8585,360810645002,40.7091,-73.8543,175.0,725.2924894185228
4871672,private_auto,6454.337556601355,360810383021,40.7406,-73.8408,360810214002,40.7076,-73.8166,175.0,1129.509072405237
4874103,private_auto,1860.1128403555597,360810485002,40.739,-73.8798,360810455001,40.7362,-73.8646,175.0,325.51974706222296
4877895,private_auto,21075.647375235523,360810619001,40.7088,-73.8763,360810694002,40.6572,-73.7541,175.0,3688.2382906662165
4878127,private_auto,14212.633327887175,360810351002,40.758,-73.8772,360470033002,40.6886,-73.9791,175.0,2487.210832380256
4879422,private_auto,12831.213566546176,360050063012,40.8259,-73.926,360810271013,40.7431,-73.8806,175.0,2245.4623741455807
4886553,private_auto,14329.48813386515,360810513001,40.7332,-73.8975,360610008004,40.7109,-73.996,175.0,2507.6604234264014
4886825,private_auto,8857.43003135594,360610271002,40.8501,-73.934,360050285003,40.8884,-73.9005,175.0,1550.0502554872894
4887135,private_auto,4405.889840384672,360810703002,40.7145,-73.859,360810557003,40.6999,-73.9011,175.0,771.0307220673177
4887652,private_auto,7795.801801963981,360810799001,40.7469,-73.8258,360810521002,40.7206,-73.9023,175.0,1364.2653153436968
4888454,private_auto,11048.859441201885,360810869002,40.7667,-73.835,360810601002,40.7147,-73.9042,175.0,1933.5504022103298
4891026,private_auto,1804.9976876329952,360050351002,40.8942,-73.8985,360050295003,40.8841,-73.9085,175.0,315.87459533577413
4892485,private_auto,7930.330329400571,360810547003,40.7022,-73.9112,360810443021,40.7414,-73.8648,175.0,1387.8078076450997
4892756,private_auto,25217.203003088827,360470305002,40.677,-73.9591,360050227013,40.8462,-73.9119,175.0,4413.010525540544
4893270,private_auto,3184.8415843652115,360470449012,40.7212,-73.9387,360810535011,40.7165,-73.9126,175.0,557.347277263912
4894245,private_auto,25575.96366814592,360811551042,40.7522,-73.7079,360810105002,40.7837,-73.9142,175.0,4475.793641925536
4895572,private_auto,320.6996257954865,360470890004,40.6565,-73.9164,360470888002,40.6533,-73.9167,175.0,56.122434514210134
4895592,private_auto,10088.789528543191,360610168002,40.7898,-73.9523,360810159004,40.7563,-73.9167,175.0,1765.5381674950586
4896722,private_auto,5814.939076127736,360470449021,40.7257,-73.932,360470397002,40.6887,-73.9187,175.0,1017.6143383223538
4899596,private_auto,392.73554312621087,360470359002,40.6711,-73.9239,360470359004,40.6676,-73.9239,175.0,68.72872004708691
4901904,private_auto,1320.5222246905398,360810189002,40.7402,-73.9291,360810179021,40.7447,-73.9314,175.0,231.09138932084448
4903703,private_auto,1854.000051467784,360810087002,40.7756,-73.9338,360810063002,40.7649,-73.9208,175.0,324.4500090068622
4904394,private_auto,1615.1536128147504,360810031001,40.7541,-73.9355,360810157001,40.755,-73.9219,175.0,282.65188224258134
4905360,private_auto,1686.7964687194394,360470319002,40.6671,-73.9494,360470874011,40.6616,-73.9386,175.0,295.1893820259019
4906365,private_auto,9756.29960936378,360810033011,40.7514,-73.9389,360470549001,40.7101,-73.9655,175.0,1707.3524316386613
4907203,private_auto,1463.8185040004803,360470241001,40.693,-73.9539,360470507001,40.7014,-73.947,175.0,256.16823820008403
4907990,private_auto,2856.8255786377804,360610146012,40.777,-73.9508,360610114012,40.7652,-73.9713,175.0,499.9444762616116
4907999,private_auto,1230.2296536906092,360610220002,40.8046,-73.9497,360610198001,40.8042,-73.9414,175.0,215.2901893958566
4908368,private_auto,5224.1209264988665,360810613011,40.7108,-73.8922,360470497003,40.7155,-73.9454,175.0,914.2211621373016
4911361,private_auto,4851.976547477558,360810019031,40.7506,-73.9468,360610074002,40.7446,-73.9842,175.0,849.0958958085727
4912711,private_auto,2555.3837843496035,360610238031,40.7621,-73.9489,360810019021,40.7482,-73.9401,175.0,447.1921622611806
4913628,private_auto,5114.287630980756,360470438001,40.6106,-73.9691,360470698002,40.6116,-73.916,175.0,895.0003354216324
4914672,private_auto,18103.31858257543,360470790021,40.6407,-73.9519,360470449023,40.7117,-73.9279,175.0,3168.0807519507002
4915001,private_auto,10393.297477674838,360470513003,40.7118,-73.9524,360810713042,40.7288,-73.8507,175.0,1818.8270585930966
4915060,private_auto,18615.411691488625,360470543001,40.7023,-73.9723,360470578002,40.5993,-73.9525,175.0,3257.6970460105094
4916238,private_auto,3283.455685932771,360470738003,40.6211,-73.938,360470946003,40.6432,-73.9226,175.0,574.6047450382349
4916713,private_auto,9501.417396045917,360470552001,40.6085,-73.9548,360470247001,40.6793,-73.9468,175.0,1662.7480443080356
4916883,private_auto,323.4471727875655,360610124003,40.767,-73.9551,360610126013,40.7673,-73.9579,175.0,56.60325523782396
4917661,private_auto,2935.0965498439955,360470558002,40.6038,-73.9561,360470530002,40.6274,-73.9632,175.0,513.6418962226992
4917952,private_auto,428.5681972414423,360810001022,40.7474,-73.9564,360810001021,40.7457,-73.9576,175.0,74.9994345172524
4918180,private_auto,26041.577809498136,360810320002,40.6582,-73.7663,360610126015,40.7686,-73.9569,175.0,4557.276116662174
4920166,private_auto,6976.76191032891,360470768001,40.6203,-73.9598,360470153001,40.6681,-73.9789,175.0,1220.933334307559
4921001,private_auto,380.0671876939691,360610110004,40.7629,-73.9611,360610108031,40.7604,-73.9659,175.0,66.5117578464446
4923016,private_auto,16840.639826086903,360610074005,40.7475,-73.9842,360470528002,40.6309,-73.9649,175.0,2947.1119695652083
4923768,private_auto,12130.01332932178,360810721001,40.7326,-73.8547,360471070011,40.6542,-73.8707,175.0,2122.7523326313117
4923911,private_auto,15053.5580117362,360470362003,40.5775,-73.9669,360471070011,40.6542,-73.8707,175.0,2634.372652053835
4924483,private_auto,855.7734466596198,360470199004,40.6853,-73.9683,360470195002,40.6914,-73.967,175.0,149.7603531654335
4924602,private_auto,3480.48743521034,360470396001,40.5975,-73.9687,360470534004,40.6224,-73.9642,175.0,609.0853011618095
4926130,private_auto,5737.071555987624,360470450001,40.6217,-73.9729,360470594042,40.5908,-73.9478,175.0,1003.9875222978343
4926163,private_auto,6696.798478106372,360610173002,40.7881,-73.9729,360610070014,40.7423,-73.9764,175.0,1171.9397336686152
4926500,private_auto,12267.235175626029,360470480001,40.6311,-73.9738,360610005001,40.6888,-74.0191,175.0,2146.766155734555
4926840,private_auto,1980.9091146906185,360470354003,40.5758,-73.9746,360470352001,40.5732,-73.9807,175.0,346.65909507085826
4927170,private_auto,8378.406022656542,360470022001,40.6461,-74.0204,360470494003,40.642,-73.9752,175.0,1466.2210539648947
4927597,private_auto,1655.7913197006783,360610145003,40.7687,-73.9835,360610151013,40.7748,-73.9863,175.0,289.76348094761875
4928788,private_auto,2273.545398110916,360470420002,40.6085,-73.9646,360470398002,40.5953,-73.9787,175.0,397.87044466941023
4929950,private_auto,685.7740918340974,360610159004,40.7802,-73.9823,360610157007,40.7777,-73.9805,175.0,120.01046607096703
4932775,private_auto,1678.9988467254427,360610050005,40.7373,-73.9858,360610059003,40.7302,-73.9949,175.0,293.82479817695247
4933054,private_auto,19766.29746280932,360810208002,40.6989,-73.8042,360610056001,40.7426,-73.9863,175.0,3459.1020559916315
4934660,private_auto,859.0097541914464,360610057002,40.729,-73.9927,360610036021,40.7244,-73.9892,175.0,150.32670698350313
4935457,private_auto,2638.1357104919703,360470021001,40.7034,-73.9917,360470045004,40.6867,-73.9964,175.0,461.6737493360948
4935720,private_auto,421.40971568324176,360470021001,40.7034,-73.9917,360470021002,40.7029,-73.9881,175.0,73.74670024456731
4937862,private_auto,18313.32720484011,360470412001,40.6042,-73.9733,360610091001,40.7457,-73.9964,175.0,3204.8322608470194
4938334,private_auto,4423.34770056733,360610114012,40.7652,-73.9713,360610081003,40.739,-73.9975,175.0,774.0858475992827
4938759,private_auto,11124.232022552336,360470003014,40.6947,-73.9985,360610100002,40.7577,-73.9704,175.0,1946.740603946659
4939969,private_auto,10835.076740465916,360470088001,40.6508,-74.0017,360610042003,40.7335,-73.9886,175.0,1896.1384295815355
4944481,private_auto,2560.0109494918315,360470002001,40.6532,-74.0111,360470022003,40.6414,-74.0231,175.0,448.00191616107054
4945165,private_auto,2787.0392471563455,360470100004,40.6428,-74.011,360470034001,40.6404,-74.0334,175.0,487.73186825236047
4945615,private_auto,3289.76289570085,360850040033,40.6138,-74.0843,360850008002,40.6112,-74.0674,175.0,575.7085067476487
4945624,private_auto,7652.081460358281,360850181001,40.5917,-74.131,360850008002,40.6112,-74.0674,175.0,1339.114255562699
4945662,private_auto,2115.5808992388843,360850006001,40.6191,-74.0684,360850021002,40.6319,-74.0752,175.0,370.2266573668048
4945929,private_auto,12046.083679834064,360850291021,40.6123,-74.1899,360850070022,40.5917,-74.0762,175.0,2108.0646439709612
4945931,private_auto,1951.2213998494644,360850027001,40.6229,-74.076,360850036002,40.6109,-74.0745,175.0,341.4637449736563
4946152,private_auto,4846.30088587277,360850040022,40.6142,-74.0797,360850105003,40.6317,-74.1116,175.0,848.1026550277347
4946210,private_auto,967.5726782909676,360850064003,40.5958,-74.0809,360850064002,40.5969,-74.0746,175.0,169.32521870091932
4946539,private_auto,27660.196228215533,360610112011,40.764,-73.9753,360850029004,40.6158,-74.0857,175.0,4840.534339937718
4946748,private_auto,3941.1402396578824,360850173001,40.6047,-74.1179,360850133023,40.6329,-74.124,175.0,689.6995419401294
4947429,private_auto,495.7549742042714,360850169012,40.6128,-74.1032,360850169012,40.6128,-74.1032,175.0,86.75712048574749
4947735,private_auto,5679.602419916725,360850146082,40.5566,-74.1558,360850181003,40.5874,-74.1132,175.0,993.9304234854269
4947876,private_auto,18143.457496930336,360850097011,40.6411,-74.1158,360850170132,40.5548,-74.1962,175.0,3175.1050619628086
4948158,private_auto,5072.831078540956,360850187041,40.6065,-74.1237,360850105001,40.6364,-74.1091,175.0,887.7454387446672
4948224,private_auto,1321.9936881777512,360850247002,40.6268,-74.1398,360850141001,40.6291,-74.1251,175.0,231.34889543110646
4948627,private_auto,1699.931116765728,360850189021,40.6037,-74.1332,360850273012,40.5993,-74.1482,175.0,297.48794543400237
4948707,private_auto,6316.505599152719,360850201001,40.6271,-74.1336,360850040022,40.6142,-74.0797,175.0,1105.3884798517258
4948912,private_auto,1341.565785253605,360850189022,40.6056,-74.1374,360850189011,40.6121,-74.1439,175.0,234.7740124193809
4949101,private_auto,9269.086085965617,360850177014,40.6015,-74.1026,360850132032,40.5479,-74.1415,175.0,1622.0900650439828
4949825,private_auto,1226.6244861565797,360850156014,40.5375,-74.1536,360850156013,40.5408,-74.1497,175.0,214.65928507740142
4949933,private_auto,1147.0187120876426,360810179021,40.7447,-73.9314,360810179021,40.7447,-73.9314,175.0,200.72827461533743
4950186,private_auto,1654.4973994806433,360850277022,40.5801,-74.1662,360850277021,40.579,-74.1573,175.0,289.5370449091126
4950247,private_auto,1329.8746296774812,360850277052,40.5876,-74.1576,360850277022,40.5801,-74.1662,175.0,232.72806019355917
4950294,private_auto,5184.125310976402,360850156022,40.5338,-74.1581,360850146063,40.5645,-74.1419,175.0,907.2219294208703
4950322,private_auto,4687.172649682378,360850277024,40.582,-74.1594,360850273012,40.5993,-74.1482,175.0,820.255213694416
4950437,private_auto,41642.72748034594,360810716001,40.6469,-73.7869,360850303011,40.6192,-74.1603,175.0,7287.4773090605395
4950464,private_auto,8899.775932888697,360850303011,40.6192,-74.1603,360850029004,40.6158,-74.0857,175.0,1557.4607882555217
4950486,private_auto,3227.75070050411,360850277022,40.5801,-74.1662,360850146072,40.5576,-74.1615,175.0,564.8563725882192
4950867,private_auto,16072.087351770717,360850176002,40.531,-74.1646,360850105004,40.6324,-74.1147,175.0,2812.615286559875
4950950,private_auto,9143.247935638608,360850207021,40.6395,-74.1321,360850277022,40.5801,-74.1662,175.0,1600.0683887367566
4950985,private_auto,13811.953226922486,360850291021,40.6123,-74.1899,360850176004,40.5292,-74.1675,175.0,2417.091814711435
4951098,private_auto,7108.0565418145225,360850291044,40.6106,-74.1566,360850170111,40.5476,-74.1704,175.0,1243.9098948175415
4951548,private_auto,4386.953257275352,360850156032,40.5371,-74.1475,360850170052,40.5399,-74.1749,175.0,767.7168200231866
4951704,private_auto,6323.993118507236,360850277022,40.5801,-74.1662,360850170141,40.5496,-74.1952,175.0,1106.6987957387664
4952075,private_auto,39462.52269097883,360850208061,40.5481,-74.2093,360610111001,40.754,-73.994,175.0,6905.941470921295
4952270,private_auto,1253.835446987831,360850226014,40.5233,-74.2197,360850208032,40.5276,-74.2087,175.0,219.4212032228704
4952419,private_auto,5732.330331713964,360850244021,40.5042,-74.2314,360850208043,40.5312,-74.1978,175.0,1003.1578080499437
4952500,private_auto,9038.653891667713,360850248003,40.518,-74.2393,360850146071,40.5565,-74.166,175.0,1581.7644310418495
4952512,private_auto,8648.8398168409,360850248003,40.518,-74.2393,360850170132,40.5548,-74.1962,175.0,1513.5469679471573
4952548,private_auto,19138.508289176,360850244012,40.5084,-74.2399,360850239001,40.6314,-74.1492,175.0,3349.2389506058
4952578,private_auto,4129.432334821582,360850248002,40.5128,-74.2446,360850226022,40.5375,-74.2341,175.0,722.6506585937769
4955418,private_auto,2644.142097422324,360810803021,40.7419,-73.8291,360810779025,40.7282,-73.827,175.0,462.7248670489067
4955522,private_auto,2095.6707683957707,360050300002,40.8532,-73.832,360050194001,40.8335,-73.8361,175.0,366.7423844692599
4956646,private_auto,17105.49554560222,360810619002,40.7109,-73.878,360610199004,40.8052,-73.9641,175.0,2993.4617204803885
4956664,private_auto,1944.3170120631787,360810729002,40.7118,-73.8532,360810619002,40.7109,-73.878,175.0,340.2554771110563
4960854,private_auto,5725.698114140118,360610139007,40.7677,-73.984,360610199002,40.8051,-73.967,175.0,1001.9971699745207
4961555,private_auto,11495.778008684618,360610012002,40.7157,-73.982,360610099032,40.7557,-74.0025,175.0,2011.761151519808
4962125,private_auto,9281.581781409746,360610137001,40.7659,-73.9779,360610018006,40.7181,-73.992,175.0,1624.2768117467058
4962759,private_auto,6434.648627755752,360470282003,40.6016,-74.002,360470374021,40.5881,-73.9727,175.0,1126.0635098572566
4963418,private_auto,5055.71801512245,360850133022,40.6381,-74.122,360850319012,40.629,-74.1634,175.0,884.7506526464289
4963556,private_auto,1521.8856573851274,360850146043,40.551,-74.164,360850146072,40.5576,-74.1615,175.0,266.3299900423973
4963815,private_auto,8861.424321755127,360811579013,40.7433,-73.7045,360810472002,40.7186,-73.7776,175.0,1550.749256307147
4963925,private_auto,23974.756247474736,360811579021,40.7455,-73.7128,360470183001,40.6913,-73.9705,175.0,4195.582343308079
4964215,private_auto,927.099754463582,360811621003,40.7286,-73.7293,360811621004,40.7279,-73.7259,175.0,162.24245703112686
4964251,private_auto,3140.534808785843,360811479002,40.7676,-73.7454,360811529024,40.7579,-73.7261,175.0,549.5935915375225
4965458,private_auto,739.8044651746128,360810646001,40.6736,-73.7417,360810358001,40.6783,-73.7498,175.0,129.46578140555724
