,hex_id,geometry,emissions_per_hex
20,882a10619bfffff,"POLYGON ((-74.21577403952645 40.530461468095716, -74.21770873517993 40.52600993927675, -74.22405356763537 40.524945668907336, -74.22846471683269 40.52833270334507, -74.22653092826647 40.532784558189704, -74.22018508330603 40.53384905260132, -74.21577403952645 40.530461468095716))",47206.717920940115
21,882a1060abfffff,"POLYGON ((-74.18598070983239 40.531326225956036, -74.1879182173194 40.526875194658935, -74.19426370196696 40.5258125556492, -74.19867269202555 40.52920072451367, -74.19673609096327 40.53365208236082, -74.19038959330791 40.53471494482379, -74.18598070983239 40.531326225956036))",10772.228796669136
22,882a10608bfffff,"POLYGON ((-74.16447339333246 40.526671782799674, -74.16888022180343 40.53006108486464, -74.16694080920864 40.53451194406839, -74.16059366227226 40.53557317416352, -74.15618694154956 40.53218332216068, -74.15773321798515 40.52863660883979, -74.157753 40.528628, -74.157959 40.528525, -74.158062 40.528422, -74.158231 40.528272, -74.158484 40.528046, -74.159047 40.527709, -74.15930785347943 40.52753540711511, -74.160126956219 40.52739846169162, -74.160131 40.527402, -74.160168 40.527448, -74.160207 40.527508, -74.160265 40.527553, -74.160304 40.527556, -74.160341 40.52755, -74.160409 40.52753, -74.160475 40.527504, -74.160618 40.527467, -74.160692 40.527434, -74.160815 40.527379, -74.160875 40.527348, -74.160935 40.527311, -74.16109051916953 40.527237364029574, -74.1619343013506 40.52709629246121, -74.161967 40.527104, -74.162098 40.527157, -74.162144 40.52718, -74.162226 40.527202, -74.162272 40.527194, -74.16233 40.527166, -74.162385 40.527126, -74.162441 40.527095, -74.162507 40.527068, -74.162565 40.527037, -74.16271757069414 40.5269653380073, -74.16447339333246 40.526671782799674))",27906.993967279996
23,882a106191fffff,"POLYGON ((-74.22653092826647 40.532784558189704, -74.22846471683269 40.52833270334507, -74.2348096685452 40.52726781454458, -74.2392218440184 40.53065455635651, -74.23728896287997 40.535106737051045, -74.23094299873094 40.53617185011419, -74.22653092826647 40.532784558189704))",13341.774270263395
24,882a1060a1fffff,"POLYGON ((-74.19673609096327 40.53365208236082, -74.19867269202555 40.52920072451367, -74.20501829723507 40.528137467128886, -74.20942831421259 40.53152534394784, -74.20749261991604 40.53597702816948, -74.2011460017665 40.53704050922803, -74.19673609096327 40.53365208236082))",24730.04851053729
25,882a106081fffff,"POLYGON ((-74.16694080920864 40.53451194406839, -74.16888022180343 40.53006108486464, -74.17522647709755 40.528999459315486, -74.1796343331289 40.53238846991583, -74.17769582663625 40.53683965601819, -74.17134855790025 40.53790150465188, -74.16694080920864 40.53451194406839))",4979.038153597772
26,882a1060a5fffff,"POLYGON ((-74.20749261991604 40.53597702816948, -74.20942831421259 40.53152534394784, -74.21577403952645 40.530461468095716, -74.22018508330603 40.53384905260132, -74.21825029611611 40.538301063021805, -74.21190355793027 40.53936516276822, -74.20749261991604 40.53597702816948))",10423.052315838891
27,882a106085fffff,"POLYGON ((-74.17769582663625 40.53683965601819, -74.1796343331289 40.53238846991583, -74.18598070983239 40.531326225956036, -74.19038959330791 40.53471494482379, -74.18845199325872 40.53916645764932, -74.18210460318072 40.54022892491424, -74.17769582663625 40.53683965601819))",25569.291244840035
28,882a106199fffff,"POLYGON ((-74.21825029611611 40.538301063021805, -74.22018508330603 40.53384905260132, -74.22653092826647 40.532784558189704, -74.23094299873094 40.53617185011419, -74.22900911898842 40.54062418655778, -74.22266226122431 40.54168890508419, -74.21825029611611 40.538301063021805))",38766.99982523036
29,882a1060a9fffff,"POLYGON ((-74.18845199325872 40.53916645764932, -74.19038959330791 40.53471494482379, -74.19673609096327 40.53365208236082, -74.2011460017665 40.53704050922803, -74.199209308502 40.54149234860123, -74.19286179753976 40.54255543458991, -74.18845199325872 40.53916645764932))",30765.894076747947
30,882a106089fffff,"POLYGON ((-74.15865325032895 40.540024187748095, -74.16059366227226 40.53557317416352, -74.16694080920864 40.53451194406839, -74.17134855790025 40.53790150465188, -74.16940905207741 40.54235284530821, -74.16306089133256 40.543414298339584, -74.15865325032895 40.540024187748095))",19138.418497098995
31,882a10619dfffff,"POLYGON ((-74.22900911898842 40.54062418655778, -74.23094299873094 40.53617185011419, -74.23728896287997 40.535106737051045, -74.24170205991193 40.53849373612661, -74.23976908795747 40.542946398417435, -74.23342211107335 40.5440117358159, -74.22900911898842 40.54062418655778))",26989.224881548562
32,882a1060adfffff,"POLYGON ((-74.199209308502 40.54149234860123, -74.2011460017665 40.53704050922803, -74.20749261991604 40.53597702816948, -74.21190355793027 40.53936516276822, -74.20996777179157 40.54381732851348, -74.20362014040303 40.54488103331831, -74.199209308502 40.54149234860123))",9281.194257506306
33,882a10608dfffff,"POLYGON ((-74.16940905207741 40.54235284530821, -74.17134855790025 40.53790150465188, -74.17769582663625 40.53683965601819, -74.18210460318072 40.54022892491424, -74.18016600381988 40.54468059246693, -74.17381772134264 40.54574266425751, -74.16940905207741 40.54235284530821))",23272.208525893817
34,882a106183fffff,"POLYGON ((-74.24418310690159 40.54633365460343, -74.23976908795747 40.542946398417435, -74.24170205991193 40.53849373612661, -74.24566527707717 40.53782817176676, -74.245663 40.537834, -74.245522 40.538116, -74.245429 40.538191, -74.245242 40.538248, -74.2451 40.538228, -74.244979 40.538209, -74.244857 40.538209, -74.244894 40.538247, -74.244988 40.538359, -74.245025 40.538434, -74.245157 40.538706, -74.245269 40.538931, -74.245316 40.539119, -74.245391 40.539447, -74.245438 40.539663, -74.245466 40.539944, -74.245438 40.540234, -74.245475 40.540534, -74.245532 40.540722, -74.245757 40.540994, -74.245935 40.541209, -74.246113 40.541556, -74.246244 40.541856, -74.246441 40.542166, -74.246648 40.542298, -74.247107 40.542709, -74.247688 40.543103, -74.247922 40.543056, -74.248007 40.543094, -74.247707 40.543525, -74.247632 40.543506, -74.246699 40.544859, -74.246179 40.545634, -74.24558254341844 40.546098627692594, -74.24418310690159 40.54633365460343))",0.0
35,882a1061d3fffff,"POLYGON ((-74.20996777179157 40.54381732851348, -74.21190355793027 40.53936516276822, -74.21825029611611 40.538301063021805, -74.22266226122431 40.54168890508419, -74.22072738255244 40.54614139702576, -74.21437963119574 40.547205720739036, -74.20996777179157 40.54381732851348))",14354.216781944637
36,882a1060e3fffff,"POLYGON ((-74.18016600381988 40.54468059246693, -74.18210460318072 40.54022892491424, -74.18845199325872 40.53916645764932, -74.19286179753976 40.54255543458991, -74.19092410498239 40.54700742886347, -74.18457570123061 40.5480701195059, -74.18016600381988 40.54468059246693))",23464.16683581378
37,882a1061d7fffff,"POLYGON ((-74.22072738255244 40.54614139702576, -74.22266226122431 40.54168890508419, -74.22900911898842 40.54062418655778, -74.23342211107335 40.5440117358159, -74.2314881402092 40.54846455377794, -74.22514026934266 40.54952949649179, -74.22072738255244 40.54614139702576))",33425.365888576474
38,882a1060e7fffff,"POLYGON ((-74.19092410498239 40.54700742886347, -74.19286179753976 40.54255543458991, -74.199209308502 40.54149234860123, -74.20362014040303 40.54488103331831, -74.20168335499046 40.549333354137126, -74.19533483042218 40.55039666372395, -74.19092410498239 40.54700742886347))",17446.851323058643
39,882a1060c7fffff,"POLYGON ((-74.16112038585493 40.547865793298485, -74.16306089133256 40.543414298339584, -74.16940905207741 40.54235284530821, -74.17381772134264 40.54574266425751, -74.17187812234539 40.550194486285974, -74.16552894749255 40.55125616232587, -74.16112038585493 40.547865793298485))",29940.62427461789
40,882a1060d5fffff,"POLYGON ((-74.15618694154956 40.53218332216068, -74.16059366227226 40.53557317416352, -74.15865325032895 40.540024187748095, -74.15230521177418 40.54108502211303, -74.14789859914808 40.53769462014754, -74.14948143510082 40.53406579305286, -74.149533 40.534036, -74.149709 40.533953, -74.149782 40.53386, -74.149797 40.53372, -74.149782 40.533663, -74.149761 40.533611, -74.149735 40.533549, -74.149735 40.533486, -74.149823 40.533388, -74.15004 40.533217, -74.15004910246142 40.53320897811247, -74.15618694154956 40.53218332216068))",30788.454569378184
41,882a1060ddfffff,"POLYGON ((-74.14789859914808 40.53769462014754, -74.15230521177418 40.54108502211303, -74.15036380015795 40.545536189827004, -74.14401487000887 40.54659662818554, -74.14049479829669 40.543887815585734, -74.140591 40.543856, -74.13997 40.543391, -74.141474 40.542254, -74.14197 40.542554, -74.141729 40.53934, -74.142123 40.539224, -74.14192023683168 40.538693113862216, -74.14789859914808 40.53769462014754))",26214.326456144732
42,882a1060c3fffff,"POLYGON ((-74.15036380015795 40.545536189827004, -74.15230521177418 40.54108502211303, -74.15865325032895 40.540024187748095, -74.16306089133256 40.543414298339584, -74.16112038585493 40.547865793298485, -74.15477133312508 40.548926850451245, -74.15036380015795 40.545536189827004))",17224.300004720702
43,882a1062b3fffff,"POLYGON ((-74.13131624128917 40.54871648988858, -74.12496654299947 40.54977591313567, -74.12056117692268 40.546384120156304, -74.12156196304089 40.544093145711365, -74.122761 40.543596, -74.123748 40.542517, -74.12460185250232 40.541583686161445, -74.12811250376924 40.540997976472454, -74.127459 40.542533, -74.12754 40.542649, -74.129467 40.545379, -74.132199 40.546225, -74.13240029982346 40.546233551198014, -74.13131624128917 40.54871648988858))",859.8623585065855
44,882a1062b7fffff,"POLYGON ((-74.14401487000887 40.54659662818554, -74.14207245839529 40.5510479497774, -74.13572263667619 40.55210799185329, -74.13131624128917 40.54871648988858, -74.13240029982346 40.546233551198014, -74.135683 40.546373, -74.136433 40.546054, -74.137205 40.545726, -74.138394 40.545065, -74.138919 40.544696, -74.139699 40.544151, -74.14049479829669 40.543887815585734, -74.14401487000887 40.54659662818554))",33364.70186504525
45,882a1060cbfffff,"POLYGON ((-74.14207245839529 40.5510479497774, -74.14401487000887 40.54659662818554, -74.15036380015795 40.545536189827004, -74.15477133312508 40.548926850451245, -74.15282982766807 40.55337849946123, -74.14647988297726 40.55443916045908, -74.14207245839529 40.5510479497774))",17280.436468001288
46,882a1062b1fffff,"POLYGON ((-74.12302222523206 40.55422706058719, -74.12496654299947 40.54977591313567, -74.13131624128917 40.54871648988858, -74.13572263667619 40.55210799185329, -74.1337792247408 40.556559467071374, -74.12742851147621 40.55761911258835, -74.12302222523206 40.55422706058719))",30893.70449308263
47,882a1062b5fffff,"POLYGON ((-74.1337792247408 40.556559467071374, -74.13572263667619 40.55210799185329, -74.14207245839529 40.5510479497774, -74.14647988297726 40.55443916045908, -74.14453737721624 40.5588909632685, -74.1381865405887 40.55995122783511, -74.1337792247408 40.556559467071374))",21263.11166709319
48,882a106295fffff,"POLYGON ((-74.11226637926288 40.55189374417771, -74.1166716357881 40.55528608714781, -74.11472631735704 40.55973738780054, -74.10837483678374 40.560796017398445, -74.10396969015932 40.55740312441328, -74.10586852792078 40.553060523047584, -74.106468 40.553352, -74.10777589754191 40.552642155561095, -74.11226637926288 40.55189374417771))",3567.5647063152614
49,882a1060c9fffff,"POLYGON ((-74.14453737721624 40.5588909632685, -74.14647988297726 40.55443916045908, -74.15282982766807 40.55337849946123, -74.15723828132941 40.556769418591486, -74.15529668208501 40.561221548816924, -74.14894572255248 40.56228243252632, -74.14453737721624 40.5588909632685))",20032.093728968837
