hex_id,Mean_Degree
882a100d57fffff,4.802469135802469
882a100d0bfffff,4.704918032786885
882a100d51fffff,4.765625
882a100d37fffff,3.858974358974359
882a100d17fffff,4.456521739130435
882a100d3bfffff,3.977272727272727
882a100d15fffff,4.8088235294117645
882a100d3dfffff,4.52
882a100d03fffff,4.65625
882a100d2bfffff,3.6530612244897958
882a100d01fffff,4.37037037037037
882a100d29fffff,4.155555555555556
882a100d09fffff,5.333333333333333
882a1072c9fffff,3.9555555555555557
882a1072cdfffff,3.834862385321101
882a100d23fffff,4.483870967741935
882a100d27fffff,4.285714285714286
882a10721bfffff,3.9473684210526314
882a100d21fffff,4.072463768115942
882a100d25fffff,4.142857142857143
882a107219fffff,3.903225806451613
882a100d2dfffff,4.024390243902439
882a107253fffff,3.9183673469387754
882a100c61fffff,4.989130434782608
882a100c65fffff,4.8493150684931505
882a100d59fffff,4.555555555555555
882a100c6dfffff,5.011627906976744
882a100f33fffff,5.645833333333333
882a100f3bfffff,4.976744186046512
882a100f31fffff,5.878048780487805
882a100f39fffff,4.816666666666666
882a100f3dfffff,4.621621621621622
882a100f03fffff,5.73469387755102
882a100d55fffff,4.726190476190476
882a100d5dfffff,5.571428571428571
882a100d43fffff,4.477611940298507
882a100f37fffff,6.0625
882a100d4bfffff,6.095238095238095
882a100d41fffff,6.392857142857143
882a100f35fffff,5.173913043478261
882a100d49fffff,5.704545454545454
882a100f23fffff,4.616438356164384
882a100f27fffff,4.4375
882a100d0dfffff,3.1
882a100d63fffff,3.9655172413793105
882a100d6bfffff,4.171875
882a100d61fffff,4.203125
882a100d45fffff,4.4
882a100d69fffff,3.9577464788732395
882a100d6dfffff,3.8181818181818183
882a100893fffff,4.444444444444445
882a100897fffff,3.9375
882a1008bbfffff,4.3125
882a100d67fffff,4.191489361702128
882a10725bfffff,3.9454545454545453
882a107251fffff,3.972972972972973
882a100d65fffff,4.104166666666667
882a107259fffff,3.6666666666666665
882a1008b3fffff,4.5
882a1008b1fffff,4.931034482758621
882a10089bfffff,4.613636363636363
882a100891fffff,4.142857142857143
882a100895fffff,4.933333333333334
882a1008b9fffff,4.716666666666667
882a100899fffff,4.120689655172414
882a10089dfffff,4.0
882a100883fffff,4.535714285714286
882a1008d7fffff,3.5833333333333335
882a10088bfffff,4.71875
882a100881fffff,4.361702127659575
882a100f07fffff,5.679245283018868
882a100f2bfffff,5.446808510638298
882a100f01fffff,5.777777777777778
882a100f05fffff,5.65
882a100f0dfffff,nan
882a100f61fffff,4.375
882a100f69fffff,4.980392156862745
882a100f6dfffff,4.615384615384615
882a100a93fffff,5.694444444444445
882a100a97fffff,5.333333333333333
882a100f2dfffff,3.8
882a1008d3fffff,3.8181818181818183
882a100f67fffff,3.35
882a1008dbfffff,3.9444444444444446
882a1008d1fffff,4.163636363636364
882a100f65fffff,3.95
882a1008d9fffff,3.8125
882a100ab3fffff,4.4625
882a100ab7fffff,4.233333333333333
882a100ab1fffff,4.346666666666667
882a1008d5fffff,4.90625
882a100889fffff,4.39344262295082
882a1008ddfffff,4.224137931034483
882a1008c3fffff,5.507692307692308
882a1008cbfffff,5.120689655172414
882a1008c1fffff,4.673076923076923
882a1008c9fffff,4.634920634920635
882a100abbfffff,4.890625
882a100a91fffff,5.457142857142857
882a100a95fffff,5.053333333333334
882a100a9dfffff,4.857142857142857
882a100a83fffff,5.078947368421052
882a100a8bfffff,4.615384615384615
882a100a81fffff,4.962962962962963
882a100ad5fffff,4.678571428571429
882a100a89fffff,4.438775510204081
882a100a8dfffff,4.546296296296297
882a100ab5fffff,4.857142857142857
882a100ab9fffff,4.125
882a100aa3fffff,5.486111111111111
882a100a87fffff,4.634146341463414
882a100aabfffff,4.235294117647059
882a100aa1fffff,4.491228070175438
882a100a85fffff,5.43859649122807
882a100aa9fffff,5.2368421052631575
882a100ae3fffff,4.448275862068965
882a100ae7fffff,4.363636363636363
882a100aebfffff,4.333333333333333
882a100ae1fffff,5.796875
882a100ae9fffff,5.119047619047619
882a100aedfffff,4.04
882a100a17fffff,5.675
882a100a15fffff,2.0
882a100a1dfffff,4.6
882a10383dfffff,4.384615384615385
882a103823fffff,4.969230769230769
882a103803fffff,5.315789473684211
882a103807fffff,5.4
882a10382bfffff,5.7
882a103821fffff,5.208333333333333
882a103805fffff,nan
882a10382dfffff,nan
882a10380dfffff,nan
882a103867fffff,nan
882a1039ebfffff,4.04
882a1039c5fffff,4.134615384615385
882a1039c9fffff,4.516129032258065
882a10391bfffff,4.181818181818182
882a103825fffff,6.0
882a10391dfffff,nan
882a103953fffff,3.8048780487804876
882a103951fffff,3.5
882a103955fffff,4.0
882a10395dfffff,nan
882a103857fffff,4.771428571428571
882a10380bfffff,4.865671641791045
882a103851fffff,4.96875
882a103855fffff,4.8625
882a103809fffff,5.675675675675675
882a10385dfffff,4.782608695652174
882a103847fffff,4.655172413793103
882a103b1bfffff,nan
882a103a25fffff,nan
882a103b19fffff,nan
882a103861fffff,nan
882a103b13fffff,nan
882a103b17fffff,nan
882a103b3bfffff,nan
882a103b11fffff,nan
882a103b15fffff,nan
882a103b39fffff,3.6363636363636362
882a103b3dfffff,nan
882a103b1dfffff,2.5714285714285716
882a103b03fffff,2.933333333333333
882a103943fffff,nan
882a10394bfffff,nan
882a103b2bfffff,3.8181818181818183
882a103b21fffff,3.3333333333333335
882a103b25fffff,4.7
882a103b29fffff,3.9
882a103b2dfffff,3.764705882352941
882a100cd3fffff,4.791666666666667
882a103b67fffff,6.114285714285714
882a100cdbfffff,6.63265306122449
882a103a2dfffff,nan
882a103b53fffff,nan
882a103b57fffff,2.0
882a103a67fffff,5.7894736842105265
882a103b5bfffff,5.304347826086956
882a103b51fffff,5.857142857142857
882a103a61fffff,6.412698412698413
882a103a65fffff,6.8
882a103b59fffff,7.547169811320755
882a103b5dfffff,5.865168539325842
882a103b07fffff,4.0
882a103b0bfffff,nan
882a103b01fffff,4.142857142857143
882a103b05fffff,4.3076923076923075
882a103b55fffff,4.7534246575342465
882a103b09fffff,4.052631578947368
882a103b0dfffff,3.8620689655172415
882a103b63fffff,3.971830985915493
882a103b43fffff,4.963963963963964
882a103b47fffff,5.225806451612903
882a103a6dfffff,5.82051282051282
882a1005b3fffff,4.6571428571428575
882a1005b7fffff,5.010526315789473
882a103b4bfffff,5.932584269662922
882a1005bbfffff,5.131868131868132
882a1005b1fffff,4.741071428571429
882a1005b5fffff,5.524390243902439
882a100595fffff,5.0625
882a103b49fffff,5.298701298701299
882a1005b9fffff,5.7936507936507935
882a103b6bfffff,4.463768115942029
882a103b61fffff,6.108108108108108
882a103b41fffff,5.967741935483871
882a103b45fffff,6.377358490566038
882a103b69fffff,5.953125
882a103b6dfffff,6.142857142857143
882a103b4dfffff,5.9375
882a100e93fffff,6.0
882a100e97fffff,6.378787878787879
882a100e9bfffff,6.197183098591549
882a1005bdfffff,5.7594936708860756
882a1005a3fffff,6.066666666666666
882a100583fffff,5.586206896551724
882a1005a7fffff,6.045454545454546
882a100587fffff,6.525
882a1005abfffff,6.73015873015873
882a1005a1fffff,6.241379310344827
882a100581fffff,7.211538461538462
882a100585fffff,6.585714285714285
882a1005a9fffff,6.955223880597015
882a107691fffff,nan
882a107699fffff,4.739130434782608
882a10769dfffff,4.0
882a1076d5fffff,4.181818181818182
882a1076ddfffff,5.333333333333333
882a1076c3fffff,nan
882a1076cbfffff,nan
882a1076c1fffff,nan
882a1076c9fffff,nan
882a103921fffff,nan
882a1039adfffff,4.487804878048781
882a1039e7fffff,4.75
882a1039e1fffff,5.404255319148936
882a103917fffff,nan
882a103907fffff,nan
882a103947fffff,nan
882a10396dfffff,nan
882a100c93fffff,5.0
882a100c97fffff,nan
882a100cbbfffff,4.5
882a10761bfffff,4.6
882a107611fffff,5.777777777777778
882a107615fffff,5.745762711864407
882a107619fffff,6.294117647058823
882a10761dfffff,6.037735849056604
882a107657fffff,4.978260869565218
882a107655fffff,6.0
882a107609fffff,5.8545454545454545
882a10765dfffff,6.325
882a107643fffff,5.258064516129032
882a103929fffff,nan
882a107653fffff,4.2
882a10765bfffff,4.0
882a107651fffff,5.338983050847458
882a103965fffff,3.0
882a107659fffff,5.325581395348837
882a100cb3fffff,4.0588235294117645
882a100cb7fffff,5.15625
882a100cb1fffff,4.588235294117647
882a100cb5fffff,5.253521126760563
882a100c9bfffff,5.4222222222222225
882a100c91fffff,6.068965517241379
882a100c99fffff,5.555555555555555
882a100c9dfffff,5.961538461538462
882a100c83fffff,6.0
882a100cd7fffff,3.9375
882a100c8bfffff,5.213114754098361
882a100c81fffff,5.025
882a100cd5fffff,4.845238095238095
882a100c89fffff,4.657894736842105
882a100cb9fffff,4.970149253731344
882a100cbdfffff,5.357142857142857
882a100ca3fffff,5.514705882352941
882a100c87fffff,5.047058823529412
882a100cabfffff,4.968253968253968
882a100ca1fffff,4.982456140350878
882a100c85fffff,5.048387096774194
882a100ca9fffff,4.461538461538462
882a100ce3fffff,4.029411764705882
882a100ce7fffff,4.586956521739131
882a100cd1fffff,4.530612244897959
882a103b65fffff,6.328125
882a100cd9fffff,5.714285714285714
882a100cddfffff,5.154929577464789
882a100eb3fffff,5.7368421052631575
882a100eb7fffff,6.061224489795919
882a100ebbfffff,5.455696202531645
882a100eb1fffff,6.05
882a100eb5fffff,4.909090909090909
882a100eb9fffff,4.675
882a100c8dfffff,4.5
882a100cc3fffff,5.03125
882a100cc7fffff,4.313725490196078
882a100ccbfffff,4.337837837837838
882a100cc1fffff,4.291666666666667
882a100cc5fffff,4.119047619047619
882a100cc9fffff,4.846153846153846
882a100ccdfffff,4.524590163934426
882a100c13fffff,4.4
882a100ea7fffff,5.555555555555555
882a100cebfffff,4.5285714285714285
882a100ce1fffff,4.8076923076923075
882a100ce5fffff,4.111111111111111
882a100ce9fffff,4.076923076923077
882a100cedfffff,4.521739130434782
882a100c33fffff,5.425
882a100c17fffff,5.288461538461538
882a100c3bfffff,5.531914893617022
882a100c15fffff,4.694915254237288
882a100c39fffff,5.066666666666666
882a100c1bfffff,4.6440677966101696
882a100c11fffff,4.971014492753623
882a100ea5fffff,5.531645569620253
882a100c19fffff,5.098591549295775
882a100eadfffff,4.526315789473684
882a100c53fffff,5.4375
882a100c57fffff,5.589041095890411
882a100c5bfffff,4.0131578947368425
882a100c51fffff,4.373333333333333
882a100c55fffff,4.3896103896103895
882a100e91fffff,6.638888888888889
882a100e95fffff,6.494252873563219
882a1005a5fffff,5.594202898550725
882a100e99fffff,5.769230769230769
882a100e9dfffff,5.241379310344827
882a100e83fffff,5.26984126984127
882a100ed3fffff,5.813559322033898
882a100ed7fffff,4.9222222222222225
882a100e8bfffff,4.535211267605634
882a100e81fffff,4.984615384615385
882a1005adfffff,6.406976744186046
882a10058dfffff,7.079365079365079
882a1005e3fffff,6.15625
882a1005e7fffff,7.041095890410959
882a100edbfffff,5.975903614457831
882a1005ebfffff,6.074074074074074
882a1005e1fffff,6.311688311688312
882a1005e5fffff,5.468354430379747
882a100ed9fffff,4.723404255319149
882a1005e9fffff,5.479166666666667
882a100ebdfffff,4.67741935483871
882a100ea3fffff,5.918918918918919
882a100e87fffff,4.6521739130434785
882a100eabfffff,5.626865671641791
882a100ea1fffff,4.84375
882a100e85fffff,4.253521126760563
882a100ea9fffff,3.869047619047619
882a100e8dfffff,4.851851851851852
882a100ee3fffff,4.550561797752809
882a100ee7fffff,4.4
882a100ed1fffff,4.653846153846154
882a100ed5fffff,4.8493150684931505
882a100e89fffff,5.222222222222222
882a100eddfffff,5.313432835820896
882a100ec3fffff,4.630769230769231
882a100ec7fffff,5.108108108108108
882a100537fffff,4.741379310344827
882a100ecbfffff,5.5
882a100ec1fffff,4.808219178082192
882a100ec5fffff,5.640625
882a1005edfffff,4.831775700934579
882a100533fffff,5.052631578947368
882a100517fffff,5.9714285714285715
882a10053bfffff,4.942857142857143
882a10051bfffff,4.9156626506024095
882a100531fffff,4.660714285714286
882a100511fffff,5.782051282051282
882a100515fffff,4.887640449438202
882a100425fffff,6.5479452054794525
882a100539fffff,5.264705882352941
882a100eebfffff,6.327586206896552
882a100ee1fffff,5.341463414634147
882a100ee5fffff,4.166666666666667
882a100ee9fffff,4.4375
882a100eedfffff,4.866666666666666
882a100e33fffff,3.68
882a100e17fffff,5.0285714285714285
882a100e3bfffff,4.753246753246753
882a100e31fffff,3.8867924528301887
882a100e11fffff,5.666666666666667
882a100519fffff,5.65
882a10053dfffff,5.2
882a10051dfffff,4.888888888888889
882a10042dfffff,7.409090909090909
882a100503fffff,5.615384615384615
882a100553fffff,6.293333333333333
882a100507fffff,5.877551020408164
882a100557fffff,4.826086956521739
882a10052bfffff,5.017241379310345
882a10050bfffff,3.7857142857142856
882a100535fffff,4.7407407407407405
882a100ec9fffff,4.111111111111111
882a100ecdfffff,4.425742574257426
882a100e13fffff,4.402985074626866
882a100523fffff,4.32
882a100527fffff,4.930232558139535
882a100e1bfffff,6.086956521739131
882a100521fffff,6.068493150684931
882a100525fffff,6.343434343434343
882a100e19fffff,5.959183673469388
882a10055bfffff,6.484848484848484
882a100501fffff,5.434782608695652
882a100551fffff,4.864406779661017
882a100505fffff,4.923076923076923
882a100555fffff,4.9411764705882355
882a100529fffff,5.988636363636363
882a100509fffff,4.675675675675675
882a100559fffff,5.375
882a10050dfffff,5.833333333333333
882a10055dfffff,5.5625
882a100e15fffff,5.395833333333333
882a100e39fffff,4.592592592592593
882a100e1dfffff,6.4576271186440675
882a100e03fffff,5.680851063829787
882a100e07fffff,4.985294117647059
882a100e0bfffff,6.753623188405797
882a100e01fffff,5.833333333333333
882a100e05fffff,5.253968253968254
882a100e09fffff,6.985915492957746
882a100e0dfffff,5.774193548387097
882a100dc9fffff,4.916666666666667
882a100c3dfffff,5.0
882a100c23fffff,4.109756097560975
882a100c2bfffff,4.724137931034483
882a100c21fffff,4.714285714285714
882a100c29fffff,5.095238095238095
882a100c2dfffff,4.6923076923076925
882a100c63fffff,5.924731182795699
882a100c67fffff,4.7032967032967035
882a100d5bfffff,5.246153846153846
882a100c1dfffff,5.333333333333333
882a100c03fffff,5.583333333333333
882a100c07fffff,4.872727272727273
882a100c0bfffff,4.8765432098765435
882a100c01fffff,4.3125
882a100c05fffff,4.657657657657658
882a100c09fffff,3.855769230769231
882a100c0dfffff,4.835616438356165
882a100c47fffff,4.666666666666667
882a100c6bfffff,4.901234567901234
882a100c59fffff,4.0
