hex_id,street_density_km
882a107645fffff,3131086093.9013615
882a107669fffff,2269389041.006737
882a10766dfffff,1923730952.8040318
882a107757fffff,2554695889.575938
882a107667fffff,2254127538.2001157
882a10775bfffff,2269962786.945621
882a107751fffff,1933598380.3435612
882a107755fffff,1843930280.9676666
882a107665fffff,2136328935.9898124
882a107759fffff,1658256112.0968158
882a10775dfffff,491711125.9782593
882a100db3fffff,2050575070.494456
882a100db7fffff,1191868041.1350346
882a107647fffff,2614259717.385735
882a10764bfffff,1856475114.2187243
882a107641fffff,2532682924.7291045
882a107649fffff,2497523126.3237514
882a10764dfffff,2605337196.328499
882a100ca7fffff,2002057017.9323342
882a100d9bfffff,2607262379.422898
882a100ca5fffff,2639520995.7920003
882a100d99fffff,2025234021.029234
882a100cadfffff,2671798061.5627728
882a100d93fffff,2628910242.099418
882a100d97fffff,2190578911.895656
882a100dbbfffff,2044411991.7424994
882a100d91fffff,2433472366.1367273
882a100d95fffff,2029566776.549223
882a100db9fffff,1684001904.666137
882a100d9dfffff,2255700443.0583973
882a100d83fffff,2145249291.706904
882a100d8bfffff,2102107444.0499654
882a100d81fffff,1829904090.398157
882a107543fffff,2348444361.2593546
882a107733fffff,2269025859.1872416
882a107737fffff,2769818012.83157
882a107717fffff,2259361976.015653
882a10754bfffff,2081493748.409162
882a10773bfffff,2389039437.681348
882a107561fffff,2048918665.4415758
882a107731fffff,2798139737.0103774
882a107711fffff,2200316673.522825
882a107735fffff,2320532846.677813
882a106251fffff,2547183873.613006
882a106205fffff,2912336504.5289454
882a106255fffff,2426760777.7300663
882a107565fffff,2477356251.644079
882a106229fffff,2597102481.738079
882a106209fffff,2242525810.7178636
882a106259fffff,1845672627.086595
882a10620dfffff,3135381649.453964
882a10625dfffff,2246845320.099785
882a106263fffff,2074354492.8167903
882a106225fffff,813475936.1433516
882a106319fffff,795527198.701305
882a10631dfffff,0.0
882a10622dfffff,2221271056.742583
882a106353fffff,362518208.6793276
882a106357fffff,0.0
882a10635bfffff,1643681029.7192094
882a107715fffff,2050433851.1161916
882a107549fffff,2581264558.0398726
882a107739fffff,2249593325.1965847
882a10756dfffff,2055671765.859407
882a10773dfffff,2781310996.109388
882a10771dfffff,2127076657.936103
882a107723fffff,2518868768.5830607
882a107703fffff,2419728752.3907332
882a107707fffff,2085268679.813033
882a10772bfffff,2907622182.322167
882a106243fffff,1939201193.2431817
882a1070b3fffff,2748588320.632608
882a106267fffff,1241362230.6526008
882a1070b7fffff,2086806176.3165116
882a10624bfffff,1664318262.0317087
882a1070bbfffff,1791434262.1883132
882a1070b1fffff,2555270772.882931
882a10770bfffff,974954177.4061027
882a107721fffff,242485770.92794746
882a107701fffff,1225520306.3046606
882a107705fffff,2708207940.239828
882a107729fffff,1123147955.4463043
882a107709fffff,98000098.66834688
882a10770dfffff,2150915927.5234833
882a107743fffff,2205054490.5844235
882a107747fffff,2649725565.5971446
882a107741fffff,2211708271.9450674
882a107745fffff,2475654453.4742403
882a107769fffff,1713979062.948296
882a10776dfffff,1678855891.3584032
882a10774dfffff,2020310756.0636065
882a107293fffff,2464907893.040807
882a107297fffff,2197416602.673716
882a10729bfffff,1825519194.6860232
882a107291fffff,2051681513.452143
882a107299fffff,2298371565.64362
882a1072d3fffff,2887710959.6008425
882a1072d7fffff,2579900033.402553
882a107281fffff,2670299646.1773353
882a1072d1fffff,2277449746.921914
882a107289fffff,2345832106.940093
882a1072ddfffff,2806575633.9236846
882a1072c3fffff,2444317374.311737
882a1072c7fffff,2377189140.144027
882a1072cbfffff,2642447808.311013
882a1072c1fffff,2428434413.4867935
882a100d35fffff,2071838515.2509224
882a10774bfffff,644782512.2213942
882a100db1fffff,2204543800.397921
882a100db5fffff,1467323103.9416842
882a107749fffff,2206932956.3593187
882a100dbdfffff,1830874829.5466192
882a100da3fffff,2124300265.9162068
882a100da7fffff,2325579616.720724
882a100d87fffff,2043260289.1872728
882a100dabfffff,2335212813.8625603
882a100da1fffff,2347599026.7597957
882a100dd3fffff,2573189325.230741
882a100dd7fffff,2060568060.803311
882a100ddbfffff,156317453.41771805
882a100dd1fffff,2142593005.0578854
882a100dd9fffff,1942515201.8586712
882a100dddfffff,2209765001.83268
882a100c37fffff,2712662870.523799
882a100dcbfffff,2466952489.336218
882a100c31fffff,2110447025.097221
882a100c35fffff,2127313573.0629985
882a100da5fffff,1987957519.2943733
882a100d85fffff,1726230878.847311
882a100da9fffff,1701341367.6687522
882a100dadfffff,2385456501.9276423
882a100de3fffff,2033776151.3043377
882a100de7fffff,1894737947.027852
882a100de1fffff,2515358043.1693115
882a100de5fffff,2210203380.9899216
882a100de9fffff,2439597121.559991
882a100dedfffff,3015913738.5972185
882a100dd5fffff,2235498285.515544
882a100d89fffff,2099751614.199084
882a100d8dfffff,1712190229.8863184
882a100dc3fffff,2222536917.0456862
882a100dc7fffff,2198008672.831309
882a100debfffff,2393318696.518554
882a100dc1fffff,2335175329.2365694
882a100dc5fffff,2127400906.9555619
882a100dcdfffff,1767685632.874973
882a100d13fffff,2471305373.4804616
882a100c27fffff,949901857.9091948
882a100d1bfffff,1368651933.7375193
882a100d11fffff,2428178023.0913444
882a100c25fffff,1907188213.0245664
882a100d19fffff,983697806.5994581
882a100d1dfffff,1191516452.2391732
882a100d53fffff,2888445116.1143146
882a100d57fffff,2703174612.019303
882a100d0bfffff,2516618370.7989535
882a100d51fffff,2166049343.681296
882a100d37fffff,2315864363.9661627
882a100d17fffff,2628981790.1101866
882a100d3bfffff,1775778872.5521877
882a100d15fffff,2307376047.564658
882a100d3dfffff,1936770113.3125167
882a100d03fffff,2148900468.03929
882a100d2bfffff,1967746620.0986066
882a100d01fffff,2459479475.4106483
882a100d29fffff,2456924811.230412
882a100d09fffff,2541080983.133261
882a1072c9fffff,2163001597.1480412
882a1072cdfffff,2371339762.853093
882a100d23fffff,2142944038.124184
882a100d27fffff,1916626113.644433
882a10721bfffff,2328623935.189169
882a100d21fffff,2077133071.9545891
882a100d25fffff,1793754308.6963403
882a107219fffff,1647669082.011922
882a100d2dfffff,1768424940.499856
882a107253fffff,1802327602.9147286
882a100c61fffff,3123303561.3563395
882a100c65fffff,2403452971.6609173
882a100d59fffff,1297860334.1746533
882a100c6dfffff,2941418729.295834
882a100f33fffff,1936340312.6581337
882a100f3bfffff,2031640659.2266977
882a100f31fffff,2124246582.1784403
882a100f39fffff,2679636243.830599
882a100f3dfffff,2740999018.2573924
882a100f03fffff,2257097684.1334586
882a100d55fffff,2502282170.759717
882a100d5dfffff,1482549799.349899
882a100d43fffff,2828397845.065989
882a100f37fffff,2342525524.97028
882a100d4bfffff,2148589838.8250713
882a100d41fffff,1988804214.3989372
882a100f35fffff,2048401537.1866546
882a100d49fffff,2186564369.7930446
882a100f23fffff,2434147158.884446
882a100f27fffff,1456405723.914579
882a100d0dfffff,1621421973.755814
882a100d63fffff,2078163024.8735042
882a100d6bfffff,2911599390.275954
882a100d61fffff,2080893733.4122705
882a100d45fffff,2115782204.3012805
882a100d69fffff,1997408679.3270986
882a100d6dfffff,857085878.1028972
882a100893fffff,1982835978.9389455
882a100897fffff,931020645.466741
882a1008bbfffff,1598278749.9750059
882a100d67fffff,1915083063.0692105
882a10725bfffff,2263241757.5223475
882a107251fffff,2215414712.138063
882a100d65fffff,1857599610.675685
882a107259fffff,1607062749.9560206
882a1008b3fffff,1969552490.6719685
882a1008b1fffff,2064599750.6734092
882a10089bfffff,1962130852.2242577
882a100891fffff,1806812517.2942855
882a100895fffff,1017037599.8865874
882a1008b9fffff,2233904899.630978
882a100899fffff,1996827689.526551
882a10089dfffff,434011508.5549818
882a100883fffff,2082787186.742016
882a1008d7fffff,783488239.5750352
882a10088bfffff,1327070354.5774806
882a100881fffff,2392077383.9176373
882a100f07fffff,2332050917.0490136
882a100f2bfffff,1946258960.2093709
882a100f01fffff,833042322.0385876
882a100f05fffff,939032526.4432793
882a100f0dfffff,0.0
882a100f61fffff,1922616954.179034
882a100f69fffff,2497680501.1761456
882a100f6dfffff,2784635235.3230696
882a100a93fffff,1928072077.4229562
882a100a97fffff,2296760766.294133
882a100f2dfffff,1179043455.1637244
882a1008d3fffff,1680234176.0375009
882a100f67fffff,1213212182.914331
882a1008dbfffff,1876383516.9563236
882a1008d1fffff,1839500470.8928778
882a100f65fffff,2053812117.45243
882a1008d9fffff,2408975895.8400335
882a100ab3fffff,2843182998.7496104
882a100ab7fffff,2248186289.9115033
882a100ab1fffff,2730567018.2469516
882a1008d5fffff,2021929187.3014092
882a100889fffff,2098937781.5525012
882a1008ddfffff,1932029831.353069
882a1008c3fffff,2269773014.0938354
882a1008cbfffff,2143244423.5373018
882a1008c1fffff,2832932523.846613
882a1008c9fffff,2257744925.113549
882a100abbfffff,2212496898.842501
882a100a91fffff,2566497613.1494074
882a100a95fffff,2370934017.641388
882a100a9dfffff,2032156300.8601265
882a100a83fffff,2527260104.1363015
882a100a8bfffff,1853947731.072766
882a100a81fffff,3112427350.6032286
882a100ad5fffff,1369467790.9798968
882a100a89fffff,2630689962.4966345
882a100a8dfffff,3130660426.317371
882a100ab5fffff,2254808331.2845387
882a100ab9fffff,1596782934.9824464
882a100aa3fffff,2567728566.781621
882a100a87fffff,2500494795.9646764
882a100aabfffff,2330431035.9880476
882a100aa1fffff,2550265298.31166
882a100a85fffff,2682497504.9027696
882a100aa9fffff,2400919322.4101934
882a100ae3fffff,3790588932.666213
882a100ae7fffff,3508325286.489255
882a100aebfffff,2025295497.620117
882a100ae1fffff,2617955626.4332705
882a100ae9fffff,1905778110.7810602
882a100aedfffff,1578091251.5446649
882a100a17fffff,1849958403.2996638
882a100a15fffff,531437787.0879415
882a100a1dfffff,2363431840.9196396
882a10383dfffff,1406404636.6300879
882a103823fffff,2227952961.468309
882a103803fffff,1994755926.676037
882a103807fffff,2048623698.0539143
882a10382bfffff,2350523805.5244794
882a103821fffff,2927065366.3728485
882a103805fffff,33422890.890812486
882a10382dfffff,0.0
882a10380dfffff,14146633.120795732
882a103867fffff,0.0
882a1039ebfffff,1762578750.4736886
882a1039c5fffff,1935923636.726132
882a1039c9fffff,1628546161.1052437
882a10391bfffff,877930806.8094026
882a103825fffff,143827089.93359354
882a10391dfffff,0.0
882a103953fffff,1586019886.5148606
882a103951fffff,266545676.14215153
882a103955fffff,161163557.4779505
882a10395dfffff,45746574.179950535
882a103857fffff,1356222395.4659655
882a10380bfffff,3326589061.9794507
882a103851fffff,3118626980.5065293
882a103855fffff,2473745085.0602107
882a103809fffff,2744205523.778522
882a10385dfffff,2218814030.46453
882a103847fffff,1685075519.3599029
882a103b1bfffff,0.0
882a103a25fffff,0.0
882a103b19fffff,0.0
882a103861fffff,0.0
882a103b13fffff,0.0
882a103b17fffff,0.0
882a103b3bfffff,0.0
882a103b11fffff,0.0
882a103b15fffff,0.0
882a103b39fffff,437893340.2966746
882a103b3dfffff,0.0
882a103b1dfffff,478028848.02191484
882a103b03fffff,2479926029.6724806
882a103943fffff,241680820.55525926
882a10394bfffff,77431186.93067501
882a103b2bfffff,868949870.5173995
882a103b21fffff,62997615.90414545
882a103b25fffff,1838992300.134387
882a103b29fffff,1433090363.11162
882a103b2dfffff,1648329778.443689
882a100cd3fffff,2404283393.960781
882a103b67fffff,3485625605.0118203
882a100cdbfffff,2554663222.674062
882a103a2dfffff,533179679.70035887
882a103b53fffff,218027753.05545595
882a103b57fffff,130010167.84009244
882a103a67fffff,2096937506.821826
882a103b5bfffff,1060894362.9090604
882a103b51fffff,1194755112.597912
882a103a61fffff,3401820000.01612
882a103a65fffff,3249473681.915518
882a103b59fffff,3264513765.1244535
882a103b5dfffff,3534527139.364037
882a103b07fffff,643767173.1718487
882a103b0bfffff,8250327.077755281
882a103b01fffff,1133088843.363446
882a103b05fffff,410061400.76635325
882a103b55fffff,2360873640.6005497
882a103b09fffff,991247289.4593601
882a103b0dfffff,2174936789.0242963
882a103b63fffff,2992774454.3802214
882a103b43fffff,3691047642.658222
882a103b47fffff,3077518956.8403273
882a103a6dfffff,3313174026.1020246
882a1005b3fffff,2703022291.056652
882a1005b7fffff,3130205417.676868
882a103b4bfffff,3426534001.6472254
882a1005bbfffff,3079934814.9626045
882a1005b1fffff,2795224949.520735
882a1005b5fffff,2999400681.3068213
882a100595fffff,3495637730.5932245
882a103b49fffff,2754546394.7203007
882a1005b9fffff,2410034680.0877633
882a103b6bfffff,2529685080.820738
882a103b61fffff,3523941338.990266
882a103b41fffff,2302831952.882607
882a103b45fffff,2379080585.7515197
882a103b69fffff,2739423283.2257533
882a103b6dfffff,3113964905.090676
882a103b4dfffff,2989803100.335933
882a100e93fffff,2941790750.3035564
882a100e97fffff,2915927406.4605265
882a100e9bfffff,2947804598.7234135
882a1005bdfffff,3017239279.6517363
882a1005a3fffff,3239527357.4864974
882a100583fffff,3110446340.8707576
882a1005a7fffff,1830542948.7863386
882a100587fffff,1917217724.3775313
882a1005abfffff,3105107049.4272323
882a1005a1fffff,3412108997.91285
882a100581fffff,3344681850.1399374
882a100585fffff,3275208508.0673
882a1005a9fffff,3404470190.733975
882a107691fffff,0.0
882a107699fffff,1169284354.9007475
882a10769dfffff,511742196.0670676
882a1076d5fffff,745499272.2127724
882a1076ddfffff,548715825.2071608
882a1076c3fffff,201216811.08332783
882a1076cbfffff,0.0
882a1076c1fffff,0.0
882a1076c9fffff,0.0
882a103921fffff,0.0
882a1039adfffff,1663773289.0087001
882a1039e7fffff,2111314014.196047
882a1039e1fffff,2316834541.593479
882a103917fffff,0.0
882a103907fffff,0.0
882a103947fffff,0.0
882a10396dfffff,0.0
882a100c93fffff,333653823.2140357
882a100c97fffff,0.0
882a100cbbfffff,755613583.6881157
882a10761bfffff,586815698.8971657
882a107611fffff,2079702274.3174207
882a107615fffff,2421210859.9693594
882a107619fffff,1436178261.950755
882a10761dfffff,2539919555.43031
882a107657fffff,1782430631.0401058
882a107655fffff,2349769329.5587378
882a107609fffff,2413015471.9534535
882a10765dfffff,2311643142.807661
882a107643fffff,2327547862.4928074
882a103929fffff,0.0
882a107653fffff,566433733.867701
882a10765bfffff,1274704270.2954612
882a107651fffff,2310549037.1335998
882a103965fffff,189117910.88987058
882a107659fffff,1808129551.5603285
882a100cb3fffff,1131015217.6752448
882a100cb7fffff,1435170955.3357174
882a100cb1fffff,1267683443.443773
882a100cb5fffff,2601456780.9682684
882a100c9bfffff,1994313897.5817678
882a100c91fffff,1532724896.2139301
882a100c99fffff,2281240939.0963697
882a100c9dfffff,2675545019.187823
882a100c83fffff,1363542481.9891264
882a100cd7fffff,2784349380.113378
882a100c8bfffff,2572369913.0388293
882a100c81fffff,2687417328.4614153
882a100cd5fffff,2650063017.3260975
882a100c89fffff,2216620369.228568
882a100cb9fffff,2209365033.0922017
882a100cbdfffff,2768146006.8486285
882a100ca3fffff,2510492189.9743342
882a100c87fffff,2856563675.7486606
882a100cabfffff,2172374268.000383
882a100ca1fffff,2075608917.5407255
882a100c85fffff,2147263581.1373796
882a100ca9fffff,2231665319.521329
882a100ce3fffff,1980443260.318109
882a100ce7fffff,1579926637.3494928
882a100cd1fffff,1561177714.4968674
882a103b65fffff,2906213817.149843
882a100cd9fffff,1999720533.7384987
882a100cddfffff,2412122374.9916806
882a100eb3fffff,2318779875.2890015
882a100eb7fffff,2273742724.3223276
882a100ebbfffff,3104133778.5579762
882a100eb1fffff,2599299184.0814195
882a100eb5fffff,2301892833.601311
882a100eb9fffff,2561654576.3438764
882a100c8dfffff,2577466101.7843685
882a100cc3fffff,2806199371.826998
882a100cc7fffff,2445947971.79112
882a100ccbfffff,2226491065.8338175
882a100cc1fffff,2619170885.2301974
882a100cc5fffff,2321756461.205732
882a100cc9fffff,2386745711.5568132
882a100ccdfffff,1811793342.4536352
882a100c13fffff,1169745206.2882767
882a100ea7fffff,527150580.8306401
882a100cebfffff,2155512401.5497475
882a100ce1fffff,1255252550.7520077
882a100ce5fffff,1016000602.2692521
882a100ce9fffff,640022341.7617444
882a100cedfffff,676075595.0710257
882a100c33fffff,2814267515.305351
882a100c17fffff,1694353825.3294473
882a100c3bfffff,1696714787.5636308
882a100c15fffff,1999731337.0082655
882a100c39fffff,1126935724.2721748
882a100c1bfffff,2331158290.7287107
882a100c11fffff,2275706635.3186836
882a100ea5fffff,2882809765.751635
882a100c19fffff,2249828247.2962112
882a100eadfffff,2821980384.8381944
882a100c53fffff,2526458161.21807
882a100c57fffff,2775256224.06049
882a100c5bfffff,2426513179.112986
882a100c51fffff,2437264498.5106816
882a100c55fffff,2372021240.4035783
882a100e91fffff,3284904655.055168
882a100e95fffff,3517127641.156233
882a1005a5fffff,2441610988.998496
882a100e99fffff,3408852408.8258452
882a100e9dfffff,2242968090.796514
882a100e83fffff,2359396234.735466
882a100ed3fffff,2363808471.3012433
882a100ed7fffff,2573731561.994944
882a100e8bfffff,2149704820.8507566
882a100e81fffff,2194966287.602415
882a1005adfffff,3652368107.096036
882a10058dfffff,3536868821.44266
882a1005e3fffff,3631208112.8754516
882a1005e7fffff,3491096212.9926505
882a100edbfffff,3174643595.6071067
882a1005ebfffff,3409574587.260373
882a1005e1fffff,3139346089.816652
882a1005e5fffff,2846037582.3583655
882a100ed9fffff,2472275501.0003033
882a1005e9fffff,3066948530.612231
882a100ebdfffff,1867899879.565181
882a100ea3fffff,2965780477.0563693
882a100e87fffff,2983679312.5649776
882a100eabfffff,2194973756.598336
882a100ea1fffff,2408540428.994301
882a100e85fffff,2589442439.88244
882a100ea9fffff,3534934051.0304
882a100e8dfffff,2389089854.8469677
882a100ee3fffff,3029396188.928883
882a100ee7fffff,994167105.8237687
882a100ed1fffff,2093648214.7284994
882a100ed5fffff,2260587788.971862
882a100e89fffff,2632765608.1912045
882a100eddfffff,2764705083.580581
882a100ec3fffff,2331848553.8025928
882a100ec7fffff,2582743429.3147755
882a100537fffff,2303359361.761705
882a100ecbfffff,2591464128.0689363
882a100ec1fffff,2296168270.975954
882a100ec5fffff,2503197639.208243
882a1005edfffff,2659844264.2282248
882a100533fffff,2248190250.151582
882a100517fffff,2744093175.599663
882a10053bfffff,2903899378.879747
882a10051bfffff,3399731332.6212416
882a100531fffff,2425145532.1569653
882a100511fffff,2913266536.5876985
882a100515fffff,2816139271.733572
882a100425fffff,3412211122.210173
882a100539fffff,2820131794.803214
882a100eebfffff,2788443165.3213706
882a100ee1fffff,2827836951.5807576
882a100ee5fffff,1523978628.2799258
882a100ee9fffff,1288908177.648854
882a100eedfffff,1095830425.8687418
882a100e33fffff,1148863444.894926
882a100e17fffff,2724788834.2801247
882a100e3bfffff,2921219695.347162
882a100e31fffff,2130765735.2816281
