hex_id,street_density_km
882a100e11fffff,991490504.0007845
882a100519fffff,2723214467.119415
882a10053dfffff,1391346437.1885777
882a10051dfffff,1813394841.480763
882a10042dfffff,3097646639.550938
882a100503fffff,1455028139.729168
882a100553fffff,3327339253.78998
882a100507fffff,2307294247.915756
882a100557fffff,2123937674.4203017
882a10052bfffff,2982779320.7165823
882a10050bfffff,1227569690.0301683
882a100535fffff,1316383601.991571
882a100ec9fffff,1965317661.4199004
882a100ecdfffff,2703931006.439418
882a100e13fffff,2365404377.8021026
882a100523fffff,1834670658.9453802
882a100527fffff,3177287390.9680486
882a100e1bfffff,1710355420.5653079
882a100521fffff,3283198109.7954607
882a100525fffff,3678587284.715119
882a100e19fffff,2042959197.5240338
882a10055bfffff,3172490475.8419256
882a100501fffff,2303835489.0352416
882a100551fffff,1817929595.5457506
882a100505fffff,2858379357.6924033
882a100555fffff,1345952931.336935
882a100529fffff,3318826788.806002
882a100509fffff,2298259899.85208
882a100559fffff,1300280719.0181642
882a10050dfffff,2374708963.733316
882a10055dfffff,2195952023.783018
882a100e15fffff,1978998625.8289964
882a100e39fffff,1993091618.0032978
882a100e1dfffff,2979700171.264735
882a100e03fffff,2435590776.9221263
882a100e07fffff,2196424121.24537
882a100e0bfffff,3309847447.5515213
882a100e01fffff,2234508326.1662765
882a100e05fffff,2845163093.9611897
882a100e09fffff,3443300144.5999
882a100e0dfffff,2770431351.85133
882a100dc9fffff,1744218983.6376994
882a100c3dfffff,2108329264.0586023
882a100c23fffff,2202888361.015192
882a100c2bfffff,2826473558.298346
882a100c21fffff,2160046557.5684013
882a100c29fffff,1739010421.0222032
882a100c2dfffff,1731766423.3983905
882a100c63fffff,3349635044.9349346
882a100c67fffff,3046055528.6030965
882a100d5bfffff,2238114144.424222
882a100c1dfffff,1059315567.936426
882a100c03fffff,2247930384.5088315
882a100c07fffff,1943565510.6990871
882a100c0bfffff,2600896569.3963933
882a100c01fffff,2592020132.504665
882a100c05fffff,3232136113.956329
882a100c09fffff,3253366605.4521904
882a100c0dfffff,2555152458.6854067
882a100c47fffff,2677627138.5064077
882a100c6bfffff,2709900426.0906315
882a100c59fffff,2049220301.1434696
882a100c5dfffff,3017314703.348875
882a100c43fffff,2376684944.878627
882a100e37fffff,2605315785.238032
882a100c4bfffff,2608711914.7699804
882a100c41fffff,2861774090.085896
882a100e35fffff,1373254000.491268
882a100c49fffff,2440754798.9853454
882a100e23fffff,2734654837.3924527
882a100e27fffff,2432560145.9509873
882a100c45fffff,2272124120.1302695
882a100c69fffff,2238768506.1226664
882a100c4dfffff,2158830648.97366
882a100f13fffff,2063842607.4348822
882a100f17fffff,2083367124.5095305
882a100f1bfffff,2643459188.389404
882a100f11fffff,2467107156.3041787
882a100f15fffff,2261995711.382576
882a100f19fffff,2741453195.863982
882a100f1dfffff,1670871072.3603845
882a100e2bfffff,2980956253.0106153
882a100e25fffff,2321182278.363401
882a100e29fffff,1141940773.221866
882a100e2dfffff,0.0
882a100f53fffff,995559667.216946
882a100e67fffff,2471449093.010301
882a100e61fffff,2106011253.9627762
882a100e65fffff,2186652883.124019
882a100e6dfffff,2546757937.4026065
882a1001b3fffff,1098058659.6127653
882a100f57fffff,66400862.55428564
882a100f5dfffff,0.0
882a100f43fffff,0.0
882a100f49fffff,910199215.6474512
882a100f4dfffff,2305660924.7159586
882a1001a7fffff,1123285905.0438988
882a100a9bfffff,3049131241.2260528
882a1001a1fffff,1535535261.0370128
882a1001a5fffff,2144534641.3861444
882a100a99fffff,2836037105.9480996
882a1001bdfffff,3636404254.3900223
882a1001a3fffff,456056900.07444626
882a100187fffff,1876473006.3389509
882a1001abfffff,2900986829.642727
882a100181fffff,1813474087.6784236
882a100185fffff,2446502956.1620097
882a1001a9fffff,2507835831.218525
882a10018dfffff,3238453655.7271056
882a1001e3fffff,2951730940.939418
882a1001e7fffff,2621544016.533925
882a1001d7fffff,3161427068.528049
882a10018bfffff,372094469.1730033
882a1001d1fffff,3471464078.4350567
882a1001d5fffff,2872991911.336377
882a100189fffff,1922656014.7727664
882a1001c3fffff,3255615119.593035
882a1001c7fffff,2110372476.4006891
882a1001c1fffff,3511434376.8253965
882a1001c5fffff,3095402517.6180553
882a1001c9fffff,2808329332.867889
882a1001adfffff,2624849821.2288895
882a100ad3fffff,2119243473.3066742
882a100ad7fffff,2533107530.985043
882a100adbfffff,2503939936.978109
882a100ad1fffff,2483056326.6556864
882a100ad9fffff,1771336114.7384267
882a100addfffff,2550312666.08279
882a100133fffff,1519352630.2298813
882a100137fffff,988509054.1935017
882a100acbfffff,2482134988.1377816
882a1001ebfffff,2558108312.4369555
882a1001e1fffff,1950833420.6916966
882a1001e5fffff,2453268174.6850514
882a1001e9fffff,2262706186.557891
882a1001edfffff,1948381756.4489558
882a100113fffff,1831049949.2475898
882a100117fffff,1953280420.0864227
882a10013bfffff,2113537481.8631513
882a100111fffff,2236927345.4120646
882a100115fffff,3004140612.584764
882a10052dfffff,3700854382.0635114
882a100e53fffff,3152946762.2528377
882a100e57fffff,2941204707.9690113
882a100567fffff,3261296745.2043076
882a100e5bfffff,3523687407.916243
882a100e51fffff,3371739639.1990333
882a100e55fffff,3065419342.6168494
882a100565fffff,3465294691.4253488
882a100e59fffff,3190916235.705417
882a100e5dfffff,3717139057.156708
882a100563fffff,2264515497.480024
882a100543fffff,2654198090.519312
882a100547fffff,2388936589.4986777
882a10056bfffff,899311261.682319
882a10054bfffff,2745822672.262333
882a100561fffff,3047249225.4475265
882a100541fffff,2949540674.848534
882a100545fffff,2134846790.1349404
882a10056dfffff,1516625057.4436805
882a100093fffff,3015442623.7053924
882a100e63fffff,1190484419.2850842
882a100e47fffff,3361825563.62443
882a100e6bfffff,1451311861.8479316
882a100e41fffff,3243977699.053661
882a100e45fffff,3415715055.458866
882a100e69fffff,2659967987.1447945
882a100e4dfffff,2900921502.089164
882a100193fffff,3047579148.931269
882a100183fffff,699095215.1232843
882a1001d3fffff,2998416619.4864626
882a100e43fffff,3544536787.123695
882a1000b3fffff,2696369094.016276
882a1000b7fffff,1774860761.6916611
882a100e4bfffff,3112217356.4228945
882a1000b1fffff,2065577883.7854352
882a1000b5fffff,2343952041.8254457
882a100e49fffff,3443033618.3196583
882a100039fffff,2761324700.775099
882a100007fffff,2807810164.902712
882a10002bfffff,235557674.9166601
882a10000bfffff,0.0
882a100005fffff,191576412.51859736
882a100029fffff,725998974.4804673
882a100063fffff,333465762.4508317
882a100067fffff,205265528.5421842
882a100061fffff,0.0
882a10006dfffff,0.0
882a1001cdfffff,2463337293.4415007
882a100027fffff,176252773.71407238
882a10011bfffff,2534546533.2673397
882a100025fffff,1630712825.4042995
882a100119fffff,2505237696.446056
882a10002dfffff,540224499.3797947
882a100153fffff,1694544340.2314775
882a100157fffff,2921172753.6298947
882a10015bfffff,603372000.5260671
882a100151fffff,1225170253.539596
882a100ac3fffff,2670642176.337759
882a100ac7fffff,2760293646.6004095
882a100ac1fffff,2714894229.965013
882a100ac5fffff,2041210353.6496146
882a100acdfffff,1947944861.8028367
882a100a13fffff,1892048547.023574
882a100127fffff,2443974274.902813
882a100a1bfffff,2015681480.754876
882a100a11fffff,1158537083.6699297
882a100a19fffff,2707437377.557028
882a100131fffff,1880269492.2506552
882a100135fffff,1450368134.860124
882a100ac9fffff,2711284634.075547
882a10013dfffff,921163352.0268989
882a100123fffff,1597108103.6476083
882a10012bfffff,1704394468.3629377
882a100121fffff,2617295690.8981633
882a100129fffff,2191489396.1144557
882a10012dfffff,1912549502.0706124
882a100163fffff,512623834.24901736
882a100139fffff,2627559666.5410447
882a10011dfffff,3103286610.5786333
882a100103fffff,3116139508.560646
882a100107fffff,2882058763.938882
882a10010bfffff,3063863339.654414
882a100101fffff,2995231301.936695
882a100105fffff,2345150343.737912
882a100109fffff,2951620989.781166
882a10010dfffff,1910981150.6795235
882a100143fffff,1877960650.8861687
882a100155fffff,3039086837.80952
882a100065fffff,0.0
882a100159fffff,662547354.1493727
882a10015dfffff,2853887718.5824194
882a100333fffff,279825638.4418093
882a100337fffff,2331764532.8135247
882a10014bfffff,2433658503.932217
882a100167fffff,594199563.3744944
882a100a5bfffff,899933416.1289804
882a100161fffff,363710693.42784935
882a100165fffff,895153421.8100845
882a100a59fffff,1341215265.0487971
882a10016dfffff,739542773.7665001
882a1018b3fffff,504170586.5470428
882a100147fffff,2190251107.106387
882a10016bfffff,1808768470.1045287
882a100141fffff,2958990940.924635
882a100145fffff,2941722558.0255127
882a100169fffff,2002100248.2098107
882a10014dfffff,2569834450.4649696
882a101893fffff,1668549228.0222008
882a100a53fffff,2916418525.1166263
882a100a57fffff,3040177493.0856714
882a100a51fffff,2340104081.168274
882a100a55fffff,1553490650.09058
882a100a5dfffff,2576052146.495753
882a1018b7fffff,1906613646.6716714
882a100a4bfffff,1299992370.5017283
