,hex_id,geometry
111,882a107431fffff,"POLYGON ((-73.98960635246208 40.57639544734569, -73.99156401369706 40.57194554052975, -73.9979190535079 40.57089323528885, -74.00231744996485 40.57429061721631, -74.00036069226931 40.57874085423427, -73.99415197554609 40.57976898035661, -73.9939018285503 40.579713955529456, -73.98960635246208 40.57639544734569))"
112,882a107435fffff,"POLYGON ((-74.0052689423557 40.58205417259629, -74.005266 40.582054, -74.004721 40.582014, -74.00455221747596 40.581978018311844, -74.00036069226931 40.57874085423427, -74.00231744996485 40.57429061721631, -74.00700809245178 40.57351347166613, -74.008647 40.5738, -74.009198 40.573863, -74.00956410990749 40.57392607239991, -74.01254293940717 40.57622622537069, -74.012616 40.576636, -74.01282452572879 40.577198026488084, -74.01160526396775 40.579972470151525, -74.01127 40.580256, -74.010826 40.580527, -74.010379 40.580752, -74.009595 40.580969, -74.009242 40.581038, -74.00843923425222 40.5815288931392, -74.0052689423557 40.58205417259629))"
113,882a107439fffff,"MULTIPOLYGON (((-73.98568992735333 40.58529589182732, -73.98176284379186 40.58226141836432, -73.981924 40.582329, -73.98222 40.582458, -73.98245 40.582577, -73.982502 40.582683, -73.982635 40.582856, -73.982765 40.582999, -73.982891 40.583003, -73.982948 40.583036, -73.983068 40.583121, -73.983263 40.583207, -73.98345 40.583221, -73.983659 40.583193, -73.983699 40.583252, -73.983842 40.583333, -73.983939 40.583235, -73.984083 40.583143, -73.984263 40.583012, -73.984477 40.582834, -73.984762 40.582561, -73.98491 40.582413, -73.985112 40.582253, -73.98537 40.582106, -73.985635 40.581899, -73.985852 40.581864, -73.985959 40.581784, -73.98615 40.581657, -73.986312 40.581582, -73.986348 40.58154, -73.986441 40.581452, -73.986619 40.58136, -73.986824 40.581252, -73.986939 40.581171, -73.987071 40.581047, -73.987126 40.580931, -73.987205 40.580842, -73.987294 40.580709, -73.987341 40.580567, -73.987421 40.580389, -73.987482 40.580233, -73.98754 40.580086, -73.987613 40.579984, -73.987686 40.579896, -73.987763 40.579799, -73.987823 40.579826, -73.987862 40.579792, -73.987931 40.57973, -73.987996 40.579646, -73.988237 40.579704, -73.988856 40.579992, -73.989097 40.580205, -73.98936 40.580238, -73.989535 40.580417, -73.989568 40.580435, -73.989758 40.580499, -73.990006 40.580676, -73.990422 40.580851, -73.990835 40.580894, -73.991284 40.580982, -73.991648 40.581076, -73.991734 40.581202, -73.991684 40.581469, -73.99192 40.581479, -73.991983 40.581543, -73.991954 40.58165, -73.991857 40.581771, -73.991695 40.581893, -73.99164 40.582101, -73.991534 40.582312, -73.991399 40.582534, -73.991298 40.582736, -73.991185 40.582855, -73.991062 40.583063, -73.990973 40.58326, -73.99091 40.583387, -73.990698 40.583651, -73.990573 40.583843, -73.990337 40.584208, -73.990359 40.584331, -73.99033429175597 40.584527212526055, -73.98568992735333 40.58529589182732)), ((-73.9920468737446 40.584243766566125, -73.9904889392604 40.5845016171323, -73.990518 40.584484, -73.990646 40.584366, -73.99085 40.584294, -73.991075 40.584271, -73.99123 40.584215, -73.991491 40.58406, -73.991849 40.58395, -73.992199 40.583763, -73.99227129632229 40.58373360850449, -73.9920468737446 40.584243766566125)), ((-73.98325042442856 40.57744735307934, -73.98960635246208 40.57639544734569, -73.9939018285503 40.579713955529456, -73.993011 40.579518, -73.992557 40.579433, -73.991751 40.579274, -73.991174 40.579323, -73.990697 40.579318, -73.990587 40.579479, -73.99045 40.579462, -73.989708 40.579222, -73.989546 40.579189, -73.98944 40.579064, -73.988993 40.578844, -73.988765 40.578834, -73.988429 40.578816, -73.988116 40.578886, -73.987761 40.579003, -73.987478 40.57908, -73.987405 40.579149, -73.987277 40.579271, -73.987225 40.57932, -73.986914 40.579614, -73.98672 40.579771, -73.986758 40.579867, -73.987023 40.58003, -73.986925 40.580187, -73.98686 40.580275, -73.986814 40.580336, -73.986732 40.580447, -73.98654 40.580674, -73.986449 40.580775, -73.986193 40.580972, -73.986043 40.581091, -73.985979 40.581067, -73.985992 40.58124, -73.985858 40.581271, -73.985826 40.581372, -73.985663 40.581433, -73.985639 40.581367, -73.985361 40.581569, -73.985073 40.58186, -73.984779 40.582174, -73.984104 40.582766, -73.983948 40.582912, -73.983691 40.582964, -73.983364 40.582963, -73.983139 40.582808, -73.983005 40.582683, -73.982802 40.58251, -73.982533 40.582295, -73.982313 40.582074, -73.981903 40.58166, -73.981832 40.581609, -73.981742 40.581499, -73.981676 40.581387, -73.981557 40.581313, -73.98155145122577 40.58130739573803, -73.98325042442856 40.57744735307934)), ((-73.98129176015269 40.58189741011761, -73.98138988328105 40.58167447578252, -73.98142 40.581691, -73.981445 40.581804, -73.981408 40.581943, -73.981513 40.58203, -73.981641107048 40.58216735188652, -73.98129176015269 40.58189741011761)))"
114,882a10743dfffff,"MULTIPOLYGON (((-73.99999813694475 40.58705373058138, -74.000193 40.586957, -74.000168 40.586638, -74.000097 40.586611, -74.000182 40.586493, -74.000298 40.586432, -74.000448 40.586545, -74.000426 40.586692, -74.000421 40.58691, -74.00049227849011 40.58697189974142, -73.99999813694475 40.58705373058138)), ((-74.00036069226931 40.57874085423427, -74.00455221747596 40.581978018311844, -74.004008 40.581862, -74.003935 40.581852, -74.003589 40.581804, -74.003217 40.581718, -74.002877 40.581648, -74.000904 40.581499, -74.000788 40.581492, -73.999622 40.581424, -73.999362 40.581506, -73.999143 40.581574, -73.998687 40.581646, -73.998296 40.581661, -73.997937 40.581642, -73.997743 40.58158, -73.997604 40.581402, -73.99764 40.581226, -73.997855 40.580825, -73.997621 40.580554, -73.996844 40.580382, -73.996036 40.580299, -73.994343 40.579811, -73.99415197554609 40.57976898035661, -74.00036069226931 40.57874085423427)), ((-73.9920468737446 40.584243766566125, -73.99227129632229 40.58373360850449, -73.992841 40.583502, -73.992934 40.58336, -73.993084 40.58336, -73.993144 40.583286, -73.993269 40.583235, -73.993454 40.583105, -73.993772 40.582963, -73.994048 40.582811, -73.994454 40.582665, -73.994754 40.582596, -73.994908 40.582468, -73.995155 40.582417, -73.99533 40.582319, -73.995505 40.582226, -73.995625 40.582166, -73.996003 40.582122, -73.996247 40.582162, -73.996743 40.582238, -73.99743 40.58241, -73.997828 40.582579, -73.998268 40.582665, -73.998921 40.582779, -74.000304 40.583094, -74.000394 40.583224, -74.000351 40.583404, -74.000375 40.58357, -74.000387 40.583734, -74.000435 40.583933, -74.000356 40.584166, -74.000158 40.584304, -73.999909 40.584566, -73.999756 40.584617, -73.9995 40.584719, -73.999377 40.584837, -73.999271 40.584894, -73.998996 40.585021, -73.998782 40.58515, -73.998644 40.58526, -73.998515 40.585334, -73.998252 40.585312, -73.998268 40.585347, -73.998418 40.585463, -73.998819 40.585504, -73.999194 40.585526, -73.999453 40.585567, -73.999614 40.585814, -73.999682 40.586091, -73.99955 40.586303, -73.99939 40.586406, -73.999199 40.586431, -73.998815 40.586508, -73.998261 40.586544, -73.998293 40.586636, -73.998455 40.586675, -73.998528 40.586887, -73.998284 40.586732, -73.998114 40.586777, -73.9978 40.586916, -73.997587 40.58697, -73.997577 40.586848, -73.997338 40.586967, -73.996947 40.587131, -73.996727 40.587213, -73.996434 40.587353, -73.99620725425962 40.587457480880374, -73.9920468737446 40.584243766566125)), ((-73.99629865228476 40.58752808190848, -73.996505 40.587434, -73.997398 40.587044, -73.997442 40.58711, -73.9963909317089 40.58759936377926, -73.99629865228476 40.58752808190848)))"
115,882a107407fffff,"POLYGON ((-73.99448821445533 40.59209282722254, -73.9881302494038 40.59314517208261, -73.98373116328172 40.58974642938352, -73.98568992735333 40.58529589182732, -73.99033429175597 40.584527212526055, -73.990325 40.584601, -73.9904889392604 40.5845016171323, -73.9920468737446 40.584243766566125, -73.99620725425962 40.587457480880374, -73.99572 40.587682, -73.99505 40.587988, -73.994365 40.588288, -73.994173 40.588424, -73.994304 40.588444, -73.99483 40.588222, -73.995259 40.588001, -73.995798 40.58774, -73.996244 40.587553, -73.99629865228476 40.58752808190848, -73.9963909317089 40.58759936377926, -73.995713 40.587915, -73.994102 40.588672, -73.994208 40.588867, -73.994987 40.588507, -73.995177 40.588469, -73.995227 40.588617, -73.995128 40.588706, -73.994908 40.588791, -73.995379 40.589389, -73.995605 40.589232, -73.99577239354342 40.589173460639444, -73.99448821445533 40.59209282722254))"
116,882a107531fffff,"POLYGON ((-74.06491112517756 40.59279420830234, -74.06686245440179 40.58834199373651, -74.0732183902409 40.58728535309741, -74.07762401428698 40.59068070582789, -74.07567359101286 40.59513324937334, -74.06931663763184 40.59619011123875, -74.06491112517756 40.59279420830234))"
117,882a107401fffff,"POLYGON ((-73.9754135605853 40.59524884215727, -73.97737332833005 40.59079815471137, -73.98373116328172 40.58974642938352, -73.9881302494038 40.59314517208261, -73.98617138558691 40.59759619007601, -73.97981253160897 40.598648134852674, -73.9754135605853 40.59524884215727))"
118,882a107405fffff,"POLYGON ((-73.98617138558691 40.59759619007601, -73.9881302494038 40.59314517208261, -73.99448821445533 40.59209282722254, -73.99888833454189 40.59549128071554, -73.99693037499819 40.59994262908211, -73.99057139098367 40.60099519361241, -73.98617138558691 40.59759619007601))"
119,882a107539fffff,"POLYGON ((-74.06491112517756 40.59279420830234, -74.06931663763184 40.59619011123875, -74.06736521143968 40.60064280639296, -74.06100736671617 40.601699269487824, -74.05660196620441 40.598302816321585, -74.0576689590623 40.59586949947873, -74.059694 40.594082, -74.06033679534679 40.593554272956034, -74.06491112517756 40.59279420830234))"
120,882a1062cbfffff,"POLYGON ((-74.08398007629943 40.589623445468504, -74.08592949698011 40.585171053784435, -74.09228466759812 40.584113395207616, -74.09669143453445 40.5875079067481, -74.09474292013128 40.59196062706335, -74.08838673240369 40.593018507237076, -74.08398007629943 40.589623445468504))"
121,882a1062e1fffff,"POLYGON ((-74.12457432485073 40.591119361501114, -74.12652002345008 40.586666137083185, -74.13287467606341 40.58560622160552, -74.13728464651108 40.58899930816642, -74.13533985520246 40.5934528605162, -74.12898418604499 40.59451299840348, -74.12457432485073 40.591119361501114))"
122,882a1062c1fffff,"POLYGON ((-74.09474292013128 40.59196062706335, -74.09669143453445 40.5875079067481, -74.10304673047496 40.586449628484246, -74.10745452894557 40.589843848747655, -74.10550692116358 40.5942968975189, -74.09915060817923 40.59535539760089, -74.09474292013128 40.59196062706335))"
123,882a1062e5fffff,"POLYGON ((-74.13533985520246 40.5934528605162, -74.13728464651108 40.58899930816642, -74.14363942267929 40.58793877284842, -74.14805042390596 40.59133156727973, -74.14610654023122 40.59578544738585, -74.13975074758554 40.5968462053346, -74.13533985520246 40.5934528605162))"
124,882a1062c5fffff,"POLYGON ((-74.10550692116358 40.5942968975189, -74.10745452894557 40.589843848747655, -74.11380994975029 40.58878495070296, -74.1182187796403 40.59217887942034, -74.11627207882304 40.59663225647226, -74.10991564104049 40.597691376556305, -74.10550692116358 40.5942968975189))"
125,882a107535fffff,"POLYGON ((-74.07567359101286 40.59513324937334, -74.07762401428698 40.59068070582789, -74.08398007629943 40.589623445468504, -74.08838673240369 40.593018507237076, -74.08643721542366 40.59747137958708, -74.08008013593461 40.59852886139405, -74.07567359101286 40.59513324937334))"
126,882a106059fffff,"POLYGON ((-74.14610654023122 40.59578544738585, -74.14805042390596 40.59133156727973, -74.15440532317031 40.59027041202811, -74.15881735506011 40.59366291406101, -74.15687437936229 40.59811712174783, -74.15051846368738 40.59917849985137, -74.14610654023122 40.59578544738585))"
127,882a1062e9fffff,"POLYGON ((-74.11627207882304 40.59663225647226, -74.1182187796403 40.59217887942034, -74.12457432485073 40.591119361501114, -74.12898418604499 40.59451299840348, -74.12703839253594 40.598966703560706, -74.12068183041391 40.6000264437405, -74.11627207882304 40.59663225647226))"
128,882a1062c9fffff,"POLYGON ((-74.08643721542366 40.59747137958708, -74.08838673240369 40.593018507237076, -74.09474292013128 40.59196062706335, -74.09915060817923 40.59535539760089, -74.09720199783719 40.59980859858027, -74.09084479269856 40.60086670042288, -74.08643721542366 40.59747137958708))"
129,882a1062edfffff,"POLYGON ((-74.12703839253594 40.598966703560706, -74.12898418604499 40.59451299840348, -74.13533985520246 40.5934528605162, -74.13975074758554 40.5968462053346, -74.13780586172807 40.60130023842162, -74.13144917572546 40.602360598790696, -74.12703839253594 40.598966703560706))"
130,882a106055fffff,"POLYGON ((-74.17788164903519 40.59047657123829, -74.1759405834781 40.59493095275004, -74.16958543939845 40.59599334814827, -74.16517237696165 40.5926011387826, -74.16711435082026 40.58814708450235, -74.17346847892443 40.58708491232594, -74.17631640145224 40.58927362963815, -74.176262 40.589316, -74.176176 40.589331, -74.176086 40.589326, -74.176005 40.58935, -74.175895 40.589459, -74.175838 40.589545, -74.175778 40.589661, -74.175734 40.589749, -74.175653 40.589835, -74.175539 40.589911, -74.175458 40.589977, -74.175396 40.590025, -74.175348 40.590049, -74.175239 40.590077, -74.175172 40.590163, -74.175106 40.590206, -74.17502 40.590263, -74.174939 40.590291, -74.17483 40.590325, -74.17463 40.590325, -74.174449 40.59032, -74.174231 40.590306, -74.174026 40.590291, -74.173869 40.590263, -74.17354 40.590231, -74.173607 40.59031, -74.174045 40.590929, -74.174254 40.591, -74.174463 40.590929, -74.174782 40.59091, -74.175134 40.590967, -74.175381 40.59099, -74.175648 40.590952, -74.176042 40.5908, -74.176214 40.590677, -74.176485 40.590447, -74.176666 40.59021, -74.176832 40.590068, -74.177079 40.589877, -74.17709385879292 40.589871129859596, -74.17788164903519 40.59047657123829))"
131,882a106009fffff,"MULTIPOLYGON (((-74.18423589892575 40.58941377907024, -74.18865009905689 40.592805145001364, -74.1867099421439 40.597259853568715, -74.18035467634544 40.5983228691797, -74.1771094809745 40.59582916734175, -74.177158 40.595748, -74.177265 40.595591, -74.177308 40.59547, -74.177336 40.595399, -74.177322 40.595106, -74.177258 40.594942, -74.177201 40.594757, -74.177158 40.594664, -74.177144 40.594535, -74.177172 40.594371, -74.177372 40.59425, -74.177607 40.594207, -74.177893 40.5942, -74.178235 40.594164, -74.178578 40.594157, -74.178934 40.594093, -74.179334 40.594022, -74.179947 40.593772, -74.180167 40.5936, -74.180531 40.593463, -74.180842 40.593126, -74.181079 40.592468, -74.181346 40.591802, -74.18145 40.591459, -74.181479 40.591202, -74.18145 40.590974, -74.181298 40.590641, -74.181155 40.590365, -74.181003 40.590128, -74.18089201896638 40.58997306608176, -74.18423589892575 40.58941377907024)), ((-74.1759405834781 40.59493095275004, -74.17788164903519 40.59047657123829, -74.1796387851564 40.59018267808961, -74.179748 40.590277, -74.179814 40.590353, -74.179866 40.59042, -74.179947 40.590553, -74.179957 40.590624, -74.179905 40.590686, -74.179871 40.590776, -74.179866 40.590876, -74.179946 40.591029, -74.180114 40.591126, -74.180152 40.591212, -74.180095 40.591297, -74.180133 40.591449, -74.180152 40.591516, -74.180171 40.591687, -74.18018 40.591811, -74.18018 40.591954, -74.18018 40.59222, -74.180171 40.592372, -74.180095 40.5926, -74.179952 40.5928, -74.179866 40.592914, -74.17961 40.59319, -74.179486 40.593266, -74.179201 40.593438, -74.178925 40.59358, -74.178782 40.593628, -74.178354 40.593704, -74.178041 40.593718, -74.177878 40.593751, -74.177641 40.59378, -74.177536 40.593789, -74.177384 40.593809, -74.177222 40.593818, -74.176894 40.593922, -74.17688 40.594207, -74.176851 40.594471, -74.176894 40.594614, -74.177044 40.594885, -74.177115 40.595085, -74.177158 40.595256, -74.177151 40.595427, -74.177101 40.595584, -74.17699425565557 40.595740624879205, -74.1759405834781 40.59493095275004)))"
132,882a10600dfffff,"POLYGON ((-74.19112506532514 40.60065147679361, -74.1867099421439 40.597259853568715, -74.18865009905689 40.592805145001364, -74.19500447027467 40.591741732748865, -74.19908116210222 40.594872794591105, -74.199056 40.594899, -74.198 40.596617, -74.197854 40.596419, -74.197577 40.596446, -74.197336 40.59651, -74.197079 40.596417, -74.197091 40.596385, -74.197047 40.59625, -74.196963 40.596212, -74.196865 40.596223, -74.196896 40.596338, -74.196872 40.59654, -74.196804 40.596576, -74.196654 40.596587, -74.196173 40.596548, -74.196 40.596586, -74.195892 40.596712, -74.195661 40.596833, -74.195344 40.596849, -74.195164 40.5968, -74.195121 40.596751, -74.195093 40.59663, -74.195136 40.596389, -74.195093 40.596285, -74.195042 40.596219, -74.194826 40.596148, -74.194697 40.596087, -74.19461 40.596005, -74.194574 40.595835, -74.194538 40.595846, -74.194423 40.595966, -74.194279 40.59606, -74.194207 40.596164, -74.194142 40.596312, -74.194155 40.596932, -74.194243 40.596765, -74.194244 40.597245, -74.194187 40.597352, -74.194063 40.597492, -74.193765 40.597515, -74.193312 40.597445, -74.193226 40.597203, -74.193276 40.596768, -74.193173 40.596519, -74.192891 40.59646, -74.19275 40.596422, -74.192736 40.596444, -74.192556 40.596559, -74.19234 40.596603, -74.191984 40.596576, -74.191955 40.59665, -74.191935 40.596698, -74.192153 40.596713, -74.19211 40.596822, -74.192563 40.59713, -74.192758 40.597256, -74.193096 40.597404, -74.193155 40.597404, -74.19316 40.597432, -74.193319 40.597536, -74.193701 40.597596, -74.194082 40.597569, -74.194219 40.597519, -74.194299 40.597339, -74.194299 40.597224, -74.194672 40.597286, -74.195382 40.597358, -74.195557 40.597398, -74.195718 40.59746, -74.196033 40.597616, -74.196173 40.59775, -74.196226 40.59786, -74.196266 40.598126, -74.196174 40.598504, -74.196188 40.598544, -74.196335 40.598617, -74.197023 40.598759, -74.19703554583778 40.59966230032017, -74.19112506532514 40.60065147679361))"
133,882a10605dfffff,"POLYGON ((-74.15687437936229 40.59811712174783, -74.15881735506011 40.59366291406101, -74.16517237696165 40.5926011387826, -74.16958543939845 40.59599334814827, -74.16764337202049 40.60044788324008, -74.16128733377553 40.60150988159155, -74.15687437936229 40.59811712174783))"
134,882a106043fffff,"POLYGON ((-74.18035467634544 40.5983228691797, -74.17841351763019 40.602777731500616, -74.17205735727455 40.603840350193096, -74.16764337202049 40.60044788324008, -74.16958543939845 40.59599334814827, -74.1759405834781 40.59493095275004, -74.17699425565557 40.595740624879205, -74.176994 40.595741, -74.176937 40.595869, -74.176908 40.595941, -74.176808 40.596176, -74.176744 40.596283, -74.17673 40.59649, -74.176715 40.596697, -74.176701 40.596883, -74.176701 40.597061, -74.176608 40.597232, -74.176423 40.597332, -74.176273 40.59741, -74.176016 40.597475, -74.175845 40.597589, -74.175759 40.597732, -74.175738 40.597953, -74.175774 40.598103, -74.175745 40.598188, -74.175631 40.598295, -74.175738 40.598359, -74.175874 40.598202, -74.175895 40.598081, -74.175888 40.59791, -74.175888 40.597789, -74.175902 40.59766, -74.175966 40.597625, -74.176152 40.597553, -74.17628 40.597518, -74.176501 40.597446, -74.176658 40.597353, -74.176751 40.597282, -74.176794 40.597154, -74.176851 40.596982, -74.176865 40.596783, -74.176865 40.596604, -74.176872 40.596462, -74.176915 40.596319, -74.176987 40.596155, -74.177051 40.595927, -74.1771094809745 40.59582916734175, -74.18035467634544 40.5983228691797))"
135,882a106047fffff,"POLYGON ((-74.17841351763019 40.602777731500616, -74.18035467634544 40.5983228691797, -74.1867099421439 40.597259853568715, -74.19112506532514 40.60065147679361, -74.18918481561533 40.6051066661677, -74.18282853360856 40.60616990529408, -74.17841351763019 40.602777731500616))"
136,882a10606bfffff,"POLYGON ((-74.19360086220118 40.60849854653276, -74.1931849627087 40.60817910213946, -74.193425 40.608092, -74.193689 40.60796, -74.194011 40.607776, -74.193998 40.607734, -74.193685 40.607934, -74.193324 40.608043, -74.19312249745418 40.60813112378004, -74.18918481561533 40.6051066661677, -74.19112506532514 40.60065147679361, -74.19703554583778 40.59966230032017, -74.19704 40.599983, -74.198382 40.600679, -74.198791 40.600891, -74.199452 40.601806, -74.200149 40.603683, -74.20119179186122 40.604598437595214, -74.1999572653994 40.60743468687964, -74.19731895115285 40.60787625674103, -74.197284 40.607814, -74.197218 40.607701, -74.197096 40.607449, -74.196993 40.607227, -74.196888 40.607004, -74.19678 40.607021, -74.196701 40.607014, -74.196636 40.606971, -74.196513 40.606834, -74.196333 40.60679, -74.196139 40.606828, -74.195757 40.606982, -74.195576 40.607103, -74.195661 40.607144, -74.195776 40.60724, -74.195775 40.607364, -74.19571 40.607416, -74.195548 40.607505, -74.195468 40.607593, -74.195417 40.607717, -74.195227 40.607865, -74.19519 40.607933, -74.194971 40.608254, -74.1949675886335 40.60826980001325, -74.19360086220118 40.60849854653276))"
137,882a10604bfffff,"POLYGON ((-74.15934426425093 40.60596457001121, -74.16128733377553 40.60150988159155, -74.16764337202049 40.60044788324008, -74.17205735727455 40.603840350193096, -74.17011519643107 40.60829536601541, -74.16375814154202 40.60935758751236, -74.15934426425093 40.60596457001121))"
138,882a106041fffff,"POLYGON ((-74.17011519643107 40.60829536601541, -74.17205735727455 40.603840350193096, -74.17841351763019 40.602777731500616, -74.18282853360856 40.60616990529408, -74.18088728178915 40.61062524834311, -74.17453010485694 40.61168809040231, -74.17011519643107 40.60829536601541))"
139,882a106045fffff,"MULTIPOLYGON (((-74.19166051974875 40.61295421663246, -74.18530322123316 40.6140176793468, -74.18088728178915 40.61062524834311, -74.18282853360856 40.60616990529408, -74.18918481561533 40.6051066661677, -74.19312249745418 40.60813112378004, -74.192949 40.608207, -74.192855 40.608262, -74.192518 40.608363, -74.192153 40.607894, -74.191738 40.607913, -74.191281 40.608048, -74.19102 40.608067, -74.19051 40.608136, -74.189718 40.608163, -74.189552 40.60818, -74.189235 40.608141, -74.18889 40.608126, -74.188652 40.60808, -74.188653 40.608121, -74.188656 40.608203, -74.188767 40.608213, -74.188911 40.608245, -74.189026 40.608234, -74.189235 40.608289, -74.189769 40.608278, -74.190424 40.608219, -74.19069 40.608241, -74.191087 40.60824, -74.191582 40.608333, -74.191766 40.608407, -74.191885 40.608421, -74.192017 40.608432, -74.192234 40.608339, -74.192339 40.608381, -74.192536 40.608749, -74.192755 40.608998, -74.192992 40.609215, -74.192707 40.609435, -74.192624 40.609423, -74.192673 40.609566, -74.192467 40.609614, -74.192323 40.609611, -74.192242 40.609658, -74.192222 40.60967, -74.192194 40.609727, -74.192248 40.609844, -74.19229 40.609826, -74.192571 40.609706, -74.192759 40.609695, -74.192968 40.609519, -74.19304 40.609503, -74.19315362245113 40.609525557398385, -74.19166051974875 40.61295421663246)), ((-74.1932307939967 40.6093483459233, -74.19322 40.609097, -74.192974 40.609013, -74.192881 40.608959, -74.192643 40.60878, -74.19253 40.608493, -74.192592 40.60846, -74.192951 40.608264, -74.1931849627087 40.60817910213946, -74.19360086220118 40.60849854653276, -74.1934008721368 40.60895779007965, -74.193097 40.608996, -74.1933862865742 40.60899128337107, -74.1932307939967 40.6093483459233)))"
140,882a1062cdfffff,"POLYGON ((-74.09720199783719 40.59980859858027, -74.09915060817923 40.59535539760089, -74.10550692116358 40.5942968975189, -74.10991564104049 40.597691376556305, -74.10796793768024 40.60214490598983, -74.10161060735068 40.603203627961975, -74.09720199783719 40.59980859858027))"
141,882a106233fffff,"POLYGON ((-74.13780586172807 40.60130023842162, -74.13975074758554 40.5968462053346, -74.14610654023122 40.59578544738585, -74.15051846368738 40.59917849985137, -74.14857448582475 40.603632860692564, -74.14221767640068 40.604693841344336, -74.13780586172807 40.60130023842162))"
142,882a106213fffff,"POLYGON ((-74.10796793768024 40.60214490598983, -74.10991564104049 40.597691376556305, -74.11627207882304 40.59663225647226, -74.12068183041391 40.6000264437405, -74.11873503437917 40.60448030145276, -74.11237757931747 40.60553964364825, -74.10796793768024 40.60214490598983))"
143,882a107523fffff,"POLYGON ((-74.07812961605293 40.60298188552623, -74.08008013593461 40.59852886139405, -74.08643721542366 40.59747137958708, -74.09084479269856 40.60086670042288, -74.08889517947154 40.60532005335789, -74.08253708220424 40.60637775668438, -74.07812961605293 40.60298188552623))"
144,882a106237fffff,"POLYGON ((-74.14857448582475 40.603632860692564, -74.15051846368738 40.59917849985137, -74.15687437936229 40.59811712174783, -74.16128733377553 40.60150988159155, -74.15934426425093 40.60596457001121, -74.15298733186467 40.607026171039, -74.14857448582475 40.603632860692564))"
145,882a106217fffff,"POLYGON ((-74.11873503437917 40.60448030145276, -74.12068183041391 40.6000264437405, -74.12703839253594 40.598966703560706, -74.13144917572546 40.602360598790696, -74.12950328735982 40.60681478460625, -74.12314570802498 40.60787474711875, -74.11873503437917 40.60448030145276))"
146,882a107527fffff,"POLYGON ((-74.08889517947154 40.60532005335789, -74.09084479269856 40.60086670042288, -74.09720199783719 40.59980859858027, -74.10161060735068 40.603203627961975, -74.09966190112233 40.607657309524576, -74.09330367827113 40.60871563310803, -74.08889517947154 40.60532005335789))"
147,882a10623bfffff,"POLYGON ((-74.12950328735982 40.60681478460625, -74.13144917572546 40.602360598790696, -74.13780586172807 40.60130023842162, -74.14221767640068 40.604693841344336, -74.14027269604765 40.60914835508758, -74.13391499289884 40.61020893801067, -74.12950328735982 40.60681478460625))"
148,882a10621bfffff,"POLYGON ((-74.09966190112233 40.607657309524576, -74.10161060735068 40.603203627961975, -74.10796793768024 40.60214490598983, -74.11237757931747 40.60553964364825, -74.11042978043172 40.60999365366308, -74.10407143245548 40.61105259759745, -74.09966190112233 40.607657309524576))"
149,882a106231fffff,"POLYGON ((-74.14027269604765 40.60914835508758, -74.14221767640068 40.604693841344336, -74.14857448582475 40.603632860692564, -74.15298733186467 40.607026171039, -74.15104325986765 40.611481012534234, -74.1446854333642 40.61254221596131, -74.14027269604765 40.60914835508758))"
150,882a107429fffff,"POLYGON ((-74.00769052824924 40.60228815881073, -74.0013314146558 40.60334134318986, -73.99693037499819 40.59994262908211, -73.99888833454189 40.59549128071554, -74.00258293854564 40.59487941709942, -74.002659 40.594994, -74.003139 40.595561, -74.00381 40.596118, -74.004116 40.596473, -74.005124 40.597211, -74.005601 40.597546, -74.007822 40.598886, -74.00887935896638 40.59958394639813, -74.00769052824924 40.60228815881073))"
151,882a10753dfffff,"POLYGON ((-74.06736521143968 40.60064280639296, -74.06931663763184 40.59619011123875, -74.07567359101286 40.59513324937334, -74.08008013593461 40.59852886139405, -74.07812961605293 40.60298188552623, -74.07177164482827 40.60403896868982, -74.06736521143968 40.60064280639296))"
152,882a10740dfffff,"POLYGON ((-73.97785266380978 40.60309930265599, -73.97981253160897 40.598648134852674, -73.98617138558691 40.59759619007601, -73.99057139098367 40.60099519361241, -73.98861242747213 40.605446691962236, -73.98225255416503 40.60649885625902, -73.97785266380978 40.60309930265599))"
153,882a107503fffff,"POLYGON ((-74.05660196620441 40.598302816321585, -74.06100736671617 40.601699269487824, -74.05905493728135 40.60615211599809, -74.05592632402085 40.60667171863026, -74.055744 40.606522, -74.05547 40.60648, -74.055348 40.606516, -74.055239 40.606668, -74.055184 40.606626, -74.055148 40.606723, -74.055014 40.606656, -74.05505 40.606559, -74.055123 40.606571, -74.055202 40.606407, -74.055135 40.606291, -74.054795 40.606157, -74.054557 40.60609, -74.053839 40.60592, -74.053639 40.605238, -74.054034 40.60494, -74.053864 40.604831, -74.053779 40.604679, -74.053657 40.604441, -74.053596 40.604198, -74.05359 40.604076, -74.05362 40.603997, -74.053582 40.603801, -74.053522 40.60361, -74.053371 40.603164, -74.053416 40.602874, -74.053316 40.602579, -74.053261 40.602257, -74.053103 40.602026, -74.053091 40.601819, -74.053085 40.6016, -74.05314 40.601247, -74.053267 40.601034, -74.053334 40.600778, -74.053474 40.600608, -74.053486 40.600444, -74.053182 40.600206, -74.053097 40.600133, -74.052999 40.59998, -74.053556 40.5995, -74.0545207049503 40.5986484569207, -74.05660196620441 40.598302816321585))"
154,882a107463fffff,"POLYGON ((-73.98861242747213 40.605446691962236, -73.99057139098367 40.60099519361241, -73.99693037499819 40.59994262908211, -74.0013314146558 40.60334134318986, -73.99937335577731 40.60779317191177, -73.99301335249702 40.608845956183735, -73.98861242747213 40.605446691962236))"
